Alpha-3 code,CountryName_CN,Numeric,Year,SDI_Economy,SDI_Society,SDI_Resource,SDI_Ecology,SDI,SDI_Economy_TwoStage,SDI_Society_TwoStage,SDI_Resource_TwoStage,SDI_Ecology_TwoStage,SDI_TwoStage,SDI_Economy_Equal,SDI_Society_Equal,SDI_Resource_Equal,SDI_Ecology_Equal,SDI_Equal,SDI_Average
BEN,贝宁,204,2001,0.258929765459707,0.3251355471672508,0.5241886921812094,0.5916765932934751,0.4551307635926332,0.2631254853966797,0.3434711195934941,0.5226448584434986,0.5972594788071262,0.4316252355601996,0.3217946446683722,0.3056857795282352,0.5296301766501963,0.5913666137187714,0.4371193036413938,0.4355007296342028
GNQ,赤道几内亚,226,2001,0.6636384112518598,0.1143050182905242,0.5054221769086709,0.5997870452334894,0.4453358387337376,0.6524277968797749,0.1159947537359908,0.504346062636823,0.6031677648266464,0.4689840945198088,0.6698608845424421,0.1137354433800937,0.4898419366285423,0.6082183404927509,0.4704141512609572,0.4441383758587329
ETH,埃塞俄比亚,231,2001,0.2364171087343106,0.2728940777363137,0.3927135927015127,0.4342145699958996,0.3519083949190916,0.2408654947086541,0.2872071926217971,0.3947384896976179,0.4469987912766038,0.3424524920761682,0.3057019618730267,0.2554837010440817,0.415803784072815,0.4674713298240718,0.3611151942034988,0.3581398658470563
ERI,厄立特里亚,232,2001,0.1204217467915479,0.2747287851579584,0.4982771197272456,0.2848066454910787,0.304862831574298,0.1278189122094867,0.288547622469266,0.4975351427157938,0.3065075844214206,0.3051023154539918,0.2087738132059977,0.2515297419699839,0.5060353589941275,0.3442179696863106,0.3276392209641049,0.3319051794288075
DJI,吉布提,262,2001,0.1454395689716917,0.2983661830762448,0.5192768760001217,0.1729282785466763,0.2787878786201438,0.1412321619762285,0.312196227014333,0.5172596135700487,0.1937828888722818,0.291117722858223,0.1205630851385819,0.2758122284930262,0.5230428737545698,0.227183958748726,0.286650536533726,0.2978506298435668
GAB,加蓬,266,2001,0.54398274260643,0.3971705422889585,0.6235731590761526,0.4614403799790082,0.4873128411512774,0.5382351598385511,0.4142996364247082,0.6190547460613722,0.4685559077606904,0.5100363625213304,0.5497755605511169,0.3705643070586461,0.6046587687618351,0.4927433281835859,0.504435491138796,0.4981749276108672
GMB,冈比亚,270,2001,0.2489148602332463,0.3204264922546931,0.5278018204809195,0.5180175236424378,0.4263596218658546,0.254723803320775,0.3374810861826094,0.5263059189641627,0.530502684911496,0.4122533733447608,0.3182214651286134,0.3047856686358869,0.5309378107738199,0.5733170739328519,0.431815504617793,0.4305995244319516
GHA,加纳,288,2001,0.2793214650220524,0.3457796610931622,0.4926524946188384,0.5566823351410957,0.4445598410016892,0.2810181443363625,0.3647128938628428,0.4917241833495738,0.5659004142156456,0.4258389089411062,0.327661447716531,0.3243350394847799,0.4968219532487881,0.5690466164983117,0.4294662642371026,0.4282573835320325
GIN,几内亚,324,2001,0.2781996626902222,0.3150919294125602,0.5052015237531465,0.4489793488207509,0.3987776282752499,0.2809421689356697,0.3344727680956083,0.5044960690462494,0.4625441455715721,0.3956137879122748,0.3352454454642176,0.3038742391195542,0.5108757426375319,0.4842791432584453,0.4085686426199373,0.4075757452720709
CIV,科特迪瓦,384,2001,0.3086825162975021,0.3216682475971518,0.5308052174088724,0.5289176982770184,0.4391989304646348,0.3111995548034065,0.3385549938708172,0.5291290022522352,0.5385320349991969,0.429353896481414,0.3519492184858365,0.3044166599083794,0.5342746469298398,0.5403672056162354,0.4327519327350728,0.4305653116406793
KEN,肯尼亚,404,2001,0.275255579596665,0.254347217287477,0.5117521542729451,0.4904422242550596,0.3969515333231862,0.2789458238595729,0.2674128325356567,0.5105721666998374,0.5014675439755514,0.3895995917676546,0.3322173863286588,0.2471114319123582,0.5178824314211548,0.520148624147616,0.404339968452447,0.4005519676292798
LSO,莱索托,426,2001,0.3018149560248954,0.1797051218177073,0.4747333110282115,0.4808247221754291,0.367196921838857,0.302822281813179,0.1816120229883794,0.4747677178924215,0.4889115818235988,0.3620284011293947,0.3521939687712088,0.2012342851051779,0.488789202013335,0.5108245039357169,0.3882604899563596,0.381276455354588
LBR,利比里亚,430,2001,0.193723654240336,0.2387472008756532,0.5075151480029723,0.4526654868275838,0.3669676090653567,0.1985888039471939,0.2553016932734788,0.506593745038362,0.4673503735206022,0.3569586539449092,0.2665494662207429,0.2298367742803509,0.511377942043715,0.5005764978878676,0.3770851701081691,0.3756243372895613
MDG,马达加斯加,450,2001,0.274808241791003,0.307627680418832,0.522336222777227,0.496547965647784,0.4170374402395274,0.2780886834548772,0.3244315621086898,0.5214041117317536,0.5106187785819065,0.4086357839693068,0.3308587628768063,0.2858818599287885,0.5270191083375808,0.5385741770656638,0.4205834770522099,0.4184292744408549
MWI,马拉维,454,2001,0.2510420504451008,0.2322243795597414,0.4974069368459611,0.5660764517286733,0.4117753015314642,0.2533247668340241,0.245167744294833,0.496721961646955,0.5703390205942769,0.3913883733425222,0.3027790557817847,0.2383412970646257,0.5035543919678027,0.5732096396830997,0.4044710961243282,0.4006039119498168
MLI,马里,466,2001,0.2855943732188032,0.3190907267532983,0.5165290445401541,0.331102343596576,0.3603824265226343,0.2900161618794828,0.3387751703362036,0.5156882044853649,0.3538185992159773,0.3745745339792571,0.3473034916299893,0.3012228715193868,0.5189181923926345,0.3787996098630415,0.386561041351263,0.3865886402071128
MUS,毛里求斯,480,2001,0.4024239815428558,0.3422727529804798,0.6274290152015378,0.3798382637806796,0.423571942902369,0.4062877421997585,0.3473086541497495,0.6282232390163988,0.3931704456979745,0.4437475202659703,0.4309180129653235,0.3525180596951232,0.605787093647951,0.4159008770228837,0.4512810108328203,0.4506146337271507
MOZ,莫桑比克,508,2001,0.2519488987328236,0.2858483053516327,0.3998194336014719,0.5465598207429765,0.4001668154750456,0.2559774913405389,0.303293024257544,0.4022077906110297,0.5520476448415643,0.3783814877626692,0.319161993811123,0.2762058897948928,0.4263152390292774,0.5627006628187795,0.3960959463635182,0.3921951561306035
NAM,纳米比亚,516,2001,0.3654880464484017,0.4065715017477114,0.519827799375084,0.5490553765851358,0.4767463343437122,0.3685342965909862,0.4192999003702885,0.517312772218404,0.5594776733270143,0.4661561606266733,0.4022455650597575,0.3916707131262236,0.5236468211966189,0.5670680051868161,0.4711577761423541,0.4700526917336659
NER,尼日尔,562,2001,0.2542382166605896,0.2849598541810714,0.5189684153073592,0.3242667636875768,0.3442112391127419,0.2580551387467784,0.3018498813074452,0.518048691488602,0.3460880273374594,0.3560104347200712,0.3173781753808417,0.2675857850918694,0.5246502008063038,0.3662882092824558,0.3689755926403677,0.3691077223559108
NGA,尼日利亚,566,2001,0.300447467688716,0.3446209111934339,0.4818778388698435,0.4307554734948201,0.398895788901112,0.3024417535637966,0.3632732685987673,0.4817630330258725,0.4400915486634007,0.3968924009629593,0.3526990335881807,0.3252757218561121,0.4911557068210102,0.4626768798096329,0.407951835518734,0.4071607898101336
GNB,几内亚（比绍）,624,2001,0.2662252426135853,0.278803165836748,0.4751664128557941,0.6441225498288872,0.4512677014158279,0.2697630912806618,0.2969130869437772,0.4750100240808469,0.6505850879755182,0.423067822570201,0.3262297746573883,0.2729475920904857,0.4854766036423783,0.6678544225451083,0.4381270982338401,0.4330943869602602
RWA,卢旺达,646,2001,0.250027924829576,0.2966974479648043,0.4999956935246014,0.3634023792784198,0.3573941751997876,0.254883695263061,0.3156625858983848,0.4993352400088093,0.3680429092338924,0.3594811076010369,0.3186441674047953,0.2885110467916199,0.5079557868540143,0.3971463953790031,0.3780643491073582,0.3783644966019976
STP,圣多美和普林西比,678,2001,0.2526084187880074,0.283457207577858,0.5289220270179675,0.3830379766590122,0.3670361760960833,0.2633661438950731,0.2888054030157709,0.5273337820461185,0.3977365102338187,0.3693104597976953,0.3226741336415051,0.2980945159517695,0.5318200712993074,0.4353956057583493,0.3969960816627328,0.3973296936108468
SEN,塞内加尔,686,2001,0.2763985711216624,0.3684292990042768,0.527805953395477,0.6332867721343481,0.4861025628193887,0.2800968587530829,0.3880443157011949,0.5263030533186298,0.6408694245746771,0.4588284130868962,0.3330713492055542,0.3435317235867822,0.5312429808673755,0.6417619049311916,0.4624019896477259,0.4612381984577238
SYC,塞舌尔,690,2001,0.2311566076547753,0.4368053275393239,0.4452063654454009,0.5876001096962358,0.4663705145330622,0.2332326628731652,0.4417895082253367,0.4341890549500706,0.587134254364689,0.4240863701033154,0.2904582098326597,0.4369128649735009,0.4504355978171536,0.6048197523556476,0.4456566062447404,0.4498474858165644
SLE,塞拉利昂,694,2001,0.2094019779567635,0.2278908877981245,0.4991388350575379,0.5083858941327671,0.3843679623444647,0.2122148120096757,0.243039598450589,0.4987649812535609,0.5209598168309678,0.3687448021361984,0.2478229464240394,0.2005437224994682,0.507601653155199,0.5436373154503698,0.3749014093822691,0.3722856250577266
ZAF,南非,710,2001,0.3703759757907177,0.4526253616803588,0.4450470435759248,0.3567661250383592,0.4052978190786261,0.3751256978096914,0.4670076323877253,0.4394741144588333,0.3578483599339574,0.4098639511475519,0.4060513013531845,0.4428704906235549,0.4534739620721746,0.3638214484820219,0.416554300632734,0.4194970959474584
ZWE,津巴布韦,716,2001,0.2305969833735578,0.2771159858234274,0.4618550493968484,0.520313086960041,0.3982091684838785,0.2352745580241957,0.282586393273509,0.4615567046039099,0.5247118413000088,0.3760323743004058,0.2953784543088847,0.2903529015475506,0.4747909347840902,0.5296001805655078,0.3975306178015083,0.3965028839181932
SWZ,斯威士兰,748,2001,0.4039588267382266,0.2556934476650658,0.6399809166994544,0.3802440031685978,0.401027690043962,0.4035076694481315,0.2632834160231507,0.6435972112166399,0.3921901546792901,0.425644612841803,0.430994731106569,0.2746038618557502,0.6168733866991523,0.4233577474702049,0.4364574317829191,0.432403652834044
TGO,多哥,768,2001,0.2520793301208162,0.276441823579861,0.4802435136316622,0.4514550388900367,0.3796190675982987,0.2553170209916301,0.2927010461006969,0.4800385422769046,0.463040285809336,0.372774223794642,0.3115287149928469,0.2638395665724588,0.4916936304389954,0.4798895165655698,0.3867378571424676,0.3848075140338244
UGA,乌干达,800,2001,0.250836765376165,0.3037144771366888,0.4484020336243866,0.4568305124797038,0.3827862626713976,0.2553801553884264,0.3220421661979851,0.4488545241780777,0.46204976816664,0.3720816534827823,0.314187930797921,0.2910009204163599,0.4641477959465456,0.4772376233555548,0.3866435676290953,0.3854281138268351
TZA,坦桑尼亚,834,2001,0.2453481141049159,0.2914982678443879,0.4819454620802592,0.6172886465815124,0.4439077007342696,0.2497219852323506,0.3093534252827787,0.4821760279663115,0.6183849115280313,0.414909087502368,0.3110250953148435,0.2774150141955055,0.4938802220093213,0.6224963503695382,0.4262041704723021,0.4228299591235046
BFA,布基纳法索,854,2001,0.2353318182937551,0.2962761989080683,0.5222030896622065,0.5552792243072938,0.4298458809248971,0.2399564592064301,0.3141947789267917,0.5211573198992722,0.5677433339537205,0.4107629729965536,0.3023607781458723,0.2800154807543208,0.5273504435243317,0.5785319159427712,0.4220646545918241,0.4203261639360433
ZMB,赞比亚,894,2001,0.2817021283872774,0.2308785975527912,0.4692945967118011,0.6726369996427344,0.4483329674345389,0.2847134690827673,0.2409022654707642,0.4693585559107829,0.6704316583784826,0.4163514872106992,0.3304054376443447,0.2260595744805801,0.4820379006398109,0.6608210296917849,0.4248309856141302,0.4175983279884939
AGO,安哥拉,24,2002,0.3287194725606115,0.267101373737874,0.5168844060227927,0.4379797904007623,0.3897287719467691,0.3271855823404661,0.2821449208759773,0.5156905649502532,0.4471394497492367,0.3930401294789833,0.3483679976532682,0.2416820240219024,0.5153961882950644,0.4758789307970291,0.395331285191816,0.3912056872006975
BWA,博茨瓦纳,72,2002,0.4086885503374917,0.2969087889695045,0.5169953055206966,0.6208952530672305,0.4756769110223646,0.4090000206554866,0.3014008931552855,0.5137666486382891,0.6222827478739443,0.4616125775807513,0.4377959351952682,0.3092005077116903,0.5207663098695671,0.6065970968632148,0.468589962409935,0.461654417271047
BDI,布隆迪,108,2002,0.2565824026595413,0.245072070892486,0.4303824990656342,0.3560079969914369,0.3257744429599123,0.2610033954645435,0.2593855485107775,0.4308949917146562,0.3642628519999412,0.3288866969224796,0.3187850316560854,0.227213606142815,0.4442162724407764,0.3967099611056014,0.3467312178363196,0.3433899242303689
CMR,喀麦隆,120,2002,0.2758496312987919,0.3232578180929051,0.5276523258629844,0.3670589579217633,0.3757472988891014,0.2794463998225962,0.3396567506895551,0.526348450947626,0.3776906152696595,0.3807855541823592,0.3324973897305439,0.3062215570925796,0.5307955551655181,0.4119147528119113,0.3953573137001382,0.3959463328830752
CPV,佛得角,132,2002,0.2733736180519049,0.4210202434202715,0.5291744755750842,0.3236916819297258,0.3887678348198978,0.279924558852877,0.4388669674702079,0.5269746269236576,0.346091643737888,0.3979644492461576,0.332568865229067,0.3919770071099475,0.5325932429609781,0.3802918044731981,0.4093577299432977,0.4142184044158038
CAF,中非,140,2002,0.1486641795449938,0.2568096209100218,0.5504483183068348,0.5146080197157483,0.3978958169399951,0.1551689156851108,0.2707510155076091,0.5489470420053684,0.5211172821388144,0.3739960638342257,0.228768769301481,0.2506088131818861,0.5524538700459876,0.5291419274197562,0.3902433449872777,0.3915496990206225
TCD,乍得,148,2002,0.1749114886377628,0.2667239260429629,0.4986124816423959,0.4048920693866422,0.3534773963561074,0.1816413387993597,0.2816949127824555,0.4979958114709288,0.4224224219967558,0.345938621262375,0.2520252904067142,0.2506904744764745,0.5058764526444327,0.4339750349766376,0.3606418131260647,0.3616402979771981
COM,科摩罗,174,2002,0.2969600223916642,0.3338156721976911,0.5416119300269548,0.3558250906159444,0.3804733179290571,0.3032764842682895,0.351250667745568,0.539550979618965,0.3741639371861772,0.39206051720475,0.350288861035042,0.3135813977995166,0.5446148082812896,0.412261397521918,0.4051866161594415,0.4055135429396298
COG,刚果（布）,178,2002,0.3894301713151078,0.3038917331218466,0.5597432767037446,0.4157987338420951,0.409469719647412,0.3866828443651149,0.3205362044912718,0.5577683404685903,0.4228655973504328,0.4219632466688524,0.4149765514595332,0.2887020736910136,0.54627531298265,0.4512740448692295,0.4253069957506066,0.4211331403801339
COD,刚果（金）,180,2002,0.2454463554740012,0.2728418927696539,0.4255701120389958,0.4317337809397893,0.3590577863799178,0.2483893660459835,0.2910915497471078,0.426717715268305,0.4359518795560829,0.3505376276543698,0.3039450877867476,0.2574381955786184,0.443862907899502,0.4627112769817754,0.3669893670616608,0.3646604105071512
BEN,贝宁,204,2002,0.2553127414387038,0.3261233853509534,0.5266109941141667,0.5906970173639713,0.4550957555572346,0.259492588897374,0.3446967653982209,0.5250178460139535,0.5961982708043102,0.4313513677784647,0.3180055140280564,0.3066552171247277,0.5320589435576923,0.590305119534381,0.4367561985612144,0.4353988887569986
GNQ,赤道几内亚,226,2002,0.6160693358333561,0.1166605804859754,0.4493768042016187,0.5867049297289071,0.4232660230916732,0.6033638970374879,0.1182552560689061,0.441551671405523,0.5865271195914523,0.4374244860258423,0.6003500437244714,0.1161959951205679,0.4358560521662092,0.5827121898761434,0.433778570221848,0.4102591836994708
ETH,埃塞俄比亚,231,2002,0.2367999920739906,0.2812905020558313,0.3784719849382616,0.4336269440725272,0.3512386273162653,0.2407006079294518,0.2959453003921128,0.3806538491069447,0.4463626059327564,0.3409155908403164,0.3011428770586254,0.2632172347630846,0.4024438638133121,0.4668648719140108,0.3584172118872583,0.3557966540197976
ERI,厄立特里亚,232,2002,0.1213198420903617,0.2928924695834243,0.5052880882709131,0.2833540872302366,0.3112742749770174,0.1278992376654704,0.3078436645221231,0.5044558359271294,0.3049621691585618,0.3112902268183212,0.2038294894086529,0.2633395015595239,0.5123513917231366,0.342938752608643,0.3306147838249891,0.3357315878774466
DJI,吉布提,262,2002,0.145835652860619,0.2960869787111077,0.5188125161911886,0.1732666175750052,0.2781941882494427,0.141587699896088,0.3098489909633233,0.516839313940275,0.1941501198194042,0.2906065311547726,0.1207939944412956,0.2745902613434966,0.5226987556898658,0.2275797463849818,0.28641568946491,0.29754080431802
GAB,加蓬,266,2002,0.5172541093003598,0.4029028606931306,0.617729641887725,0.6090268617669805,0.5379943376386268,0.5123476001693688,0.4191497341833355,0.6133650689230223,0.6122586092576207,0.5392802531333368,0.5260767484690826,0.3737212757961246,0.6004696092345472,0.6125040754515955,0.5281929272378375,0.5212943848226033
GMB,冈比亚,270,2002,0.2395285668676635,0.3257752720041304,0.5241644954865454,0.5173937147343219,0.4257109085442757,0.2443679419878027,0.3432072418305433,0.522730128670806,0.5299005053166733,0.4100514544514564,0.3014564995249708,0.3074774760759555,0.5276020361167726,0.5727842384695785,0.4273300625468193,0.426931249712998
GHA,加纳,288,2002,0.2906120952825445,0.3482992229525193,0.4918092823811955,0.5550793989107492,0.4460301902529011,0.292378310934725,0.3674138512039805,0.4908917469714686,0.5642181847709724,0.4287255234702866,0.339598831474998,0.3262862920210242,0.4956385832538642,0.5674162361336081,0.4322349857208736,0.4305921140849666
GIN,几内亚,324,2002,0.2716749611519181,0.3343373197814079,0.5026096820725668,0.5849728878264997,0.4525644795961904,0.2747865988682652,0.3549827060825617,0.5019329327609765,0.5924673098641304,0.4310423868939834,0.3311697538506058,0.3189788884418228,0.507688273914811,0.5893871558699935,0.4368060180193083,0.4350667315754622
CIV,科特迪瓦,384,2002,0.317283085876868,0.3280119129303897,0.528398943459557,0.5271510227041741,0.4410552425114633,0.3192247356003512,0.3449348832972701,0.5268257520355974,0.5366740176574466,0.4319148471476663,0.3579690954724051,0.3097406431936801,0.5321811828591015,0.538630052692832,0.4346302435545047,0.4324076813975943
KEN,肯尼亚,404,2002,0.2773891195087938,0.2595995321758182,0.5138174263959395,0.4970956893194282,0.4016358665194015,0.2806889092704038,0.2724565209216253,0.5128543236284531,0.5086278519138732,0.3936569014335888,0.331283795433665,0.2506122366674111,0.5191655818373537,0.5268758051608298,0.4069843547748149,0.4033119297803703
LSO,莱索托,426,2002,0.3270658742586679,0.1968789060036443,0.4741021357701735,0.4742452566694715,0.3730590281042503,0.3263598154376643,0.200463563230447,0.4741126040269028,0.4817662744440852,0.3706755642847749,0.3682481965617514,0.2157381580630022,0.4880338174078177,0.5040575907472529,0.3940194406949561,0.3870554129179607
LBR,利比里亚,430,2002,0.2045813355220062,0.2426835512284286,0.4855661599430663,0.451743674440222,0.364628229976789,0.2089702146496076,0.2591465056960183,0.4848593223855117,0.4664003057744585,0.354844087126399,0.2752347151287523,0.2341611100960093,0.4906881051252645,0.499681218139159,0.3749412871222963,0.3729969646500592
MDG,马达加斯加,450,2002,0.2283689681688765,0.2995074138955327,0.5120741786023235,0.5016475270018302,0.408232850792441,0.2316832452321035,0.3157907745764762,0.5114431219578106,0.5161862007464372,0.3937758356282068,0.2795284906955412,0.2788730422360991,0.5184662017593465,0.5437787129473536,0.4051616119095851,0.4047604522541977
MWI,马拉维,454,2002,0.2277573657512486,0.2371556826286637,0.5069943541019815,0.5709370990888784,0.4139375175043382,0.2306755967080858,0.2501477465676567,0.5062415907865232,0.5757551105909502,0.390705011163304,0.2784699493158206,0.242009870532828,0.5128024014541999,0.5782159694800201,0.4028745476957172,0.4003040505725583
MLI,马里,466,2002,0.2818572219218793,0.3200113833379759,0.5052360684178229,0.3352798560260448,0.3593183309002606,0.2851875510909031,0.3393764537084318,0.5047474319602123,0.3577233008157919,0.3717586843938347,0.3347900077991626,0.3017231370931024,0.5065297798901534,0.3819258414630928,0.3812421915613778,0.3816157698894496
MUS,毛里求斯,480,2002,0.3997310920334265,0.3550487425548225,0.6213403651461201,0.380708099004141,0.4260253083584082,0.403089380807428,0.3590849641874927,0.6219059867758588,0.3943429150872333,0.4446058117145032,0.426147293587531,0.3654351350965489,0.6011092897554177,0.4177847130262591,0.4526191078664392,0.4526365799437365
MOZ,莫桑比克,508,2002,0.2491289999379401,0.2866444357506598,0.4089405532429841,0.5602990924406317,0.4069418955478305,0.2529761440055903,0.3041201611139905,0.4110755439852384,0.5662152849782278,0.3835967835207617,0.3149348833679655,0.2770601421394565,0.4338324131468659,0.5752784287715685,0.4002764668564641,0.3965254339254314
NAM,纳米比亚,516,2002,0.3748257450351857,0.4126170999719324,0.5245546668493993,0.5590830414286674,0.4843995679246418,0.3784775141816968,0.4250423872951819,0.5220668713532338,0.5694883473268693,0.4737687800392455,0.4149021745386024,0.3979464485046783,0.5279262923954733,0.575742387308426,0.479129325686795,0.4776781010836372
NER,尼日尔,562,2002,0.246290067575833,0.2884014824934925,0.5193579074136015,0.32750601191917,0.3454393851599959,0.2502289254997813,0.3053580575581632,0.5184236940804234,0.3491346731207026,0.3557863375647676,0.3096129667194196,0.270488623287372,0.5249687433423195,0.3687058572959226,0.3684440476612584,0.3690159573046446
NGA,尼日利亚,566,2002,0.2979609432035265,0.341001009412787,0.4912619160042989,0.4255757692424775,0.3975795772325792,0.3013130723519011,0.3597782537194078,0.4908121062550449,0.4344827343998554,0.3965965416815523,0.3575913338317528,0.3218550248507651,0.499990889923135,0.457412845884035,0.409212523622422,0.4082620694620711
GNB,几内亚（比绍）,624,2002,0.2637559512717117,0.2800919633444771,0.4726704397349191,0.6441292743359078,0.4508021668200436,0.2674126641177978,0.298057085277904,0.4725133102790146,0.6506593689841798,0.422160607164724,0.3242283283957055,0.2738682967273239,0.4829768003157727,0.6679208763386252,0.4372485754443568,0.4323070435174744
RWA,卢旺达,646,2002,0.2513479870824058,0.3018671212260262,0.5023057629968787,0.377309724928161,0.3646393803281708,0.2565440824857951,0.3211633173258612,0.5015206499809183,0.3832563184117341,0.3656210920510772,0.3225009658581653,0.2912824460563586,0.509494431213767,0.411459656189946,0.3836843748295592,0.3837487750592416
STP,圣多美和普林西比,678,2002,0.2636004614566167,0.2804943929290638,0.5269242194371256,0.3863688061297359,0.368405791320373,0.2738781875918192,0.2851723571444007,0.5253378016270449,0.4013683518594316,0.3714391745556741,0.3303868302217481,0.2923281907759388,0.5300328148884537,0.4387997324755092,0.3978868920904125,0.3975494974444642
SEN,塞内加尔,686,2002,0.2703642094484528,0.3732051551345331,0.5275829795251397,0.6324466177605954,0.4863626476224779,0.2738227100827923,0.3932609623948659,0.52610574298631,0.6399755193314299,0.4582912336988496,0.3251796241316499,0.3476316071873094,0.5310249289916213,0.6408333416666967,0.4611673754943193,0.4605430745603767
SYC,塞舌尔,690,2002,0.2471289794912888,0.4414867802659268,0.4588175234644247,0.5700832224210811,0.4663266100209081,0.2489647250100976,0.4458245641434389,0.4490940966831614,0.5653573976237212,0.4273101958651047,0.304922633528453,0.4275302344078761,0.4639441032861345,0.5734077903232548,0.4424511903864296,0.4462505891452701
SLE,塞拉利昂,694,2002,0.2697719993438928,0.2403179596232754,0.5091186900816645,0.5161333468418448,0.4008963961023545,0.2756898175753535,0.2563729808954884,0.5083841756504957,0.5284858136192804,0.3922331969351544,0.3436627948212261,0.2116286736685096,0.515616058402511,0.5498243640258781,0.4051829727295312,0.398854874654803
ZAF,南非,710,2002,0.3771011279989496,0.4610894445428866,0.4468997556911307,0.3573479356970695,0.4092787419318271,0.3816411282656204,0.4747319853780012,0.441038945320737,0.3582603947323776,0.4139181134241841,0.4103553050627369,0.4495617607356275,0.4546177804656938,0.3634337529075126,0.4194921497928927,0.4225627879484347
ZWE,津巴布韦,716,2002,0.2448005405840921,0.2800438409247323,0.4505980824977126,0.6023721769382838,0.4284655171021424,0.247263400576057,0.2863263584238806,0.450661453467954,0.6043391938185965,0.397147601571622,0.2952408915762458,0.2919784675646708,0.4637052526073173,0.5953252315289013,0.4115624608192838,0.4094829424228675
SWZ,斯威士兰,748,2002,0.4175974543005989,0.2567078900159643,0.6330874795242868,0.3831803197699269,0.4027499641036542,0.4168852134842438,0.2637757102559886,0.6365166869018231,0.3953676955356165,0.428136326544418,0.4438325881970938,0.2777834636473469,0.6110536172581287,0.4264349888799304,0.4397761644956249,0.4351654476534037
TGO,多哥,768,2002,0.2587650956427492,0.2806301785458979,0.4794512636161722,0.4506060039448433,0.3812597198288245,0.2619190915145002,0.2968590949144936,0.4792347497145405,0.4620974242154225,0.3750275900897392,0.3189659769568572,0.2674453496365394,0.4909402035582732,0.4788218787287144,0.389043352220096,0.3869485940269873
