Alpha-3 code,CountryName_CN,Numeric,Year,SDI_Economy,SDI_Society,SDI_Resource,SDI_Ecology,SDI,SDI_Economy_TwoStage,SDI_Society_TwoStage,SDI_Resource_TwoStage,SDI_Ecology_TwoStage,SDI_TwoStage,SDI_Economy_Equal,SDI_Society_Equal,SDI_Resource_Equal,SDI_Ecology_Equal,SDI_Equal,SDI_Average
KEN,肯尼亚,404,2006,0.2785944315121301,0.3118911915056521,0.5161749006968006,0.500252783441067,0.4188522772747012,0.2823920151452447,0.3254008690333632,0.5151255984715247,0.511752505706569,0.4086677470891754,0.3335624757102225,0.2940645969736862,0.5213102058972443,0.529573243235022,0.4196276304540438,0.4177635617254056
LSO,莱索托,426,2006,0.331971506714026,0.2073271464051954,0.4870192611063087,0.4648931413829014,0.3760843226276784,0.3320083492566662,0.2093406644232616,0.4866044669231877,0.4716001249703029,0.3748884013933546,0.3765280480573456,0.2244608716811627,0.4988764225802886,0.4943930086706539,0.3985645877473627,0.391921674288261
LBR,利比里亚,430,2006,0.2238041428231111,0.248543389072811,0.472484417664831,0.4762985206193257,0.3750906327604102,0.2277473336478367,0.265292984341481,0.4725115228128405,0.4901751002504892,0.3639317352631618,0.2913731747348643,0.2228723194828007,0.4825397239222546,0.5190220343367937,0.3789518131191783,0.3753932119990205
MDG,马达加斯加,450,2006,0.2547189064189359,0.3179932498828406,0.5090433372071487,0.5094539564142626,0.4193621825073576,0.2582972546020745,0.3344824349068413,0.5083428076630387,0.5235120734870012,0.406158642664739,0.314398904880273,0.2953635451300552,0.5151372089993059,0.5494793663450387,0.4185947563386681,0.4172499293298978
MWI,马拉维,454,2006,0.2480576766787399,0.2621559040768391,0.5088085533643064,0.572369162627254,0.424883314850653,0.2516477151989537,0.2770775983876577,0.507924153197115,0.5775945358110647,0.4035610006486978,0.3087286232345973,0.2604711904819271,0.5139681733661428,0.5799166112908537,0.4157711495933802,0.412672315237752
MLI,马里,466,2006,0.2793314782583784,0.3404861402300484,0.5072391384277456,0.4021671820578485,0.3897944562982093,0.2823449045770145,0.3593203959459663,0.5066932340095627,0.4230583900698288,0.3928542311505931,0.3333184120435609,0.3178238086217537,0.5087736116946022,0.4367302482753805,0.3991615201588243,0.3995373959404979
MUS,毛里求斯,480,2006,0.3920408223313666,0.4106243479748222,0.6133724112423936,0.3769583171826778,0.4383611948575848,0.397555139109792,0.4137549775456847,0.613382165252734,0.3898401695502635,0.4536331128646186,0.4234311285714575,0.4091394936554411,0.594086158451712,0.4115263594184623,0.4595457850242682,0.4615999746461093
MOZ,莫桑比克,508,2006,0.2710859914758545,0.3139570587863116,0.4388917497658986,0.5868954137956336,0.4338403497302343,0.2737995381947085,0.3318823532560607,0.4403112303128287,0.5916847733490211,0.4094194737781548,0.3312681185494147,0.3008349832845562,0.4592398275255155,0.5957825354153513,0.4217813661937094,0.4184307468748209
NAM,纳米比亚,516,2006,0.4153270473877702,0.4235337838985316,0.5178840497352547,0.6393697534839736,0.5207909562940495,0.4188549177206501,0.4347538197073886,0.5153627953675417,0.6457896086226658,0.5036902853545615,0.4510789846394776,0.4043534496171777,0.5204000125415227,0.6366928883666723,0.5031313337912126,0.4993597237780942
NER,尼日尔,562,2006,0.2473291942670137,0.3340997824731534,0.5193486202584288,0.3668163908785545,0.3733584657752775,0.2513122984108043,0.3529225670773939,0.5184188546056615,0.3873030872365453,0.3774892018326012,0.3111404578798276,0.3098009450355221,0.5246653468010052,0.4005820033725866,0.3865471882722354,0.3883128471677575
NGA,尼日利亚,566,2006,0.3328001867699855,0.3789696829593253,0.4989815746190372,0.4298974634878031,0.4165524349753094,0.3346266484470842,0.3956869777629233,0.4983128442608754,0.4393331432254284,0.4169899034240778,0.3779366087159947,0.3523662762613965,0.5055728406060526,0.4619167712135383,0.4244481241992455,0.4239620223173149
GNB,几内亚（比绍）,624,2006,0.2500868539729901,0.3124014976987241,0.4702769909402109,0.6484772864651221,0.4596072625971747,0.2540302596104048,0.3301729441054201,0.470113806622022,0.6549272899685558,0.4273110750766007,0.3119978812127631,0.2977626107008166,0.4807405802490728,0.6711685143454691,0.4404173966270304,0.4369889591912622
RWA,卢旺达,646,2006,0.2464702568999048,0.3577973322377559,0.5036107333117444,0.3919731177715037,0.3860959668245911,0.251434730942485,0.3803552913376936,0.502858337822774,0.3989550006580961,0.3834008401902622,0.314449641559695,0.3305903614040657,0.5108711867041212,0.4259489236104588,0.3954650283195852,0.3974259757111553
STP,圣多美和普林西比,678,2006,0.2540346554174462,0.252833212195165,0.5276709773896995,0.5569608794273886,0.4212612150479732,0.265099541177711,0.2588324074146325,0.5259362726891456,0.5628560803819465,0.4031810754158589,0.3256279618374744,0.2663714121962919,0.530618429018639,0.5672290985516052,0.4224617254010027,0.419309073658995
SEN,塞内加尔,686,2006,0.2652133054533383,0.4262849290394513,0.529136545268627,0.632038832699106,0.5015075220353878,0.2693053077947669,0.4446156107551759,0.5275710369662953,0.6396048137573697,0.4702741923184019,0.3231263209349104,0.3920698541429125,0.5323025564531136,0.6401912015837853,0.4719224832786804,0.4733775120212295
SYC,塞舌尔,690,2006,0.2657660790515824,0.5027613316337263,0.4367020872946174,0.5544238613646654,0.4765136398632947,0.267599053986046,0.5022849457994403,0.4247163995160795,0.5453101272512269,0.4349776316381982,0.3266464241594372,0.4890283158802505,0.4421765140088778,0.5432165097649405,0.4502669409533765,0.4559449656505292
SLE,塞拉利昂,694,2006,0.2602008894406433,0.3025023632465375,0.5151326492188495,0.5178728814875098,0.4198582742614048,0.264449955264339,0.3196185581685753,0.514149081358478,0.5304473374943188,0.4071662330714278,0.3190330269268658,0.2830738850728806,0.5201593289944307,0.5515209280496567,0.4184467922609585,0.4163991595459999
ZAF,南非,710,2006,0.378442197351577,0.5286995059911218,0.4430901894298463,0.3513675539546368,0.426410576983423,0.3846983417678726,0.5372879912632571,0.4369218735763686,0.3511784996906689,0.4275216765745419,0.416316603398385,0.505903652925126,0.4507310610291593,0.3545459651589096,0.4318743206278949,0.4372411771639313
ZWE,津巴布韦,716,2006,0.2672098740147039,0.3134787830815944,0.3951522944695788,0.6049853137493219,0.4306187433612266,0.2690230730156727,0.3232918683701369,0.3971276020541652,0.6075131523290145,0.3992389239422473,0.3162391708494131,0.3146351486309974,0.4113473752037338,0.5989919767996916,0.410303417870959,0.4074731727496178
SWZ,斯威士兰,748,2006,0.3868427762184613,0.3039027595381049,0.6493555708723301,0.3872641040409472,0.4175019929474015,0.389494708015371,0.3093944622676413,0.6529155378705338,0.3997411657201595,0.4378864684684264,0.4248422902252416,0.3176965574948924,0.6249959256149819,0.4307317317706307,0.4495666262764367,0.447696435036044
TGO,多哥,768,2006,0.2616349598501208,0.3149900383968917,0.4695204259783443,0.4640547050865128,0.394584308821873,0.2646148755704293,0.3316868530047088,0.4696974577679543,0.4754001912082917,0.385349844387846,0.3204644309337513,0.2952177305325663,0.4800220746415981,0.4896953671981852,0.3963499008265252,0.3950938215065232
UGA,乌干达,800,2006,0.2701477082052232,0.3232625539755567,0.4554258654446546,0.500046513544133,0.4082988742232705,0.274763238834461,0.3426503460303386,0.4556334478937944,0.5058408528514824,0.3947219714025191,0.3334555290378254,0.3074950932911852,0.4694415048245453,0.5150791581199036,0.4063678213183648,0.4045513660163755
TZA,坦桑尼亚,834,2006,0.2505068172422583,0.3596979718153041,0.4872944491097893,0.6274739036514664,0.4695196798418896,0.254598484883753,0.3780011060883223,0.4873039328801611,0.6293742829170361,0.4373194516923182,0.3146634099646746,0.3348595776835844,0.4975840885076312,0.632333081029316,0.4448600392963015,0.443769443864464
BFA,布基纳法索,854,2006,0.2425524268520945,0.3305694310064034,0.5202219324543557,0.5542425688764732,0.4401141330173715,0.2468878375510956,0.3491383618830038,0.5192393281195951,0.5667560677391007,0.4205053988231988,0.3082101467702336,0.3094876720472969,0.5256671726938351,0.5775563915561002,0.4302303457668665,0.4295236304281741
ZMB,赞比亚,894,2006,0.3528993724477292,0.2521820763920128,0.4529877117609536,0.6846847272628785,0.4649675597522115,0.3544862015585527,0.2631284165644433,0.4537154870950063,0.6834752949896136,0.438701350051904,0.3897057066151644,0.2396225750951336,0.4575316551317688,0.6731835389714769,0.440010868953386,0.4302182030945652
AGO,安哥拉,24,2007,0.4272321620951399,0.3533833745228455,0.5070461281017752,0.4334528932984985,0.4244363965058301,0.4251332622242408,0.3697100974017353,0.5061249109951876,0.4426156519659081,0.435895980646768,0.4579277733884037,0.319015817499371,0.5018374259648991,0.4713005907181063,0.437520401892695,0.4318410043571022
BWA,博茨瓦纳,72,2007,0.4459797637713635,0.3414836679117485,0.5003576937218221,0.6195540900617614,0.4897593757475714,0.4442481173787271,0.3427341454829632,0.4974463072377066,0.6209600175255968,0.4763471469062484,0.4662926287275651,0.3423791025830592,0.5004434829337546,0.6048276406572041,0.4784857137253957,0.4714838793701462
BDI,布隆迪,108,2007,0.2335498354152761,0.2854624242794558,0.4216548823777569,0.3386807422004564,0.3265096632082482,0.2380354930675638,0.3014154927514387,0.4220062900077664,0.3454232922223709,0.326720142012285,0.2975837866972471,0.2561653558356704,0.4343727273671833,0.3790229552306561,0.3417862062826892,0.3407728898055098
CMR,喀麦隆,120,2007,0.2894201792602352,0.3738307977660024,0.529655274298377,0.4035010930086079,0.4061315312387646,0.2924445549817127,0.3910434492599874,0.5282854125058386,0.4129510523610844,0.4061811172771558,0.343353300302108,0.3491084261984156,0.5311309944979878,0.4407923446345287,0.4160962664082601,0.417678678578148
CPV,佛得角,132,2007,0.2887044274948975,0.4775374364336938,0.5242222958647346,0.3251548307144378,0.4069442048481217,0.2962027874073912,0.4946513450565674,0.5214266380251589,0.3467619246799217,0.4147606737922598,0.3512518343162751,0.4398724718906946,0.5270258566058499,0.3790639607851788,0.4243035308994997,0.4303891751427927
CAF,中非,140,2007,0.1434798374345788,0.2868124967691092,0.5460248961151949,0.5128233676317728,0.4044811121605048,0.15041915551582,0.3021421775441052,0.5446137096321685,0.5188178110768328,0.3789982134422316,0.225775539093721,0.2768581895020851,0.5487707053631274,0.5265854035982818,0.3944974593893038,0.3970773601685676
TCD,乍得,148,2007,0.2048023924666863,0.2802673520560624,0.4969897062235646,0.4546877176518589,0.3791996910942305,0.2090120905643103,0.296598845615335,0.496857502229331,0.4700619982512792,0.3681326091650639,0.2694782322218966,0.2622515686784796,0.4977098355557248,0.4725654834572553,0.3755012799783391,0.3755522264705188
COM,科摩罗,174,2007,0.279588414095715,0.3667933789888168,0.5423336934354622,0.4050917282918292,0.405994768764586,0.2857901470611459,0.3848157896482794,0.5402225673307448,0.4200719444865727,0.4077251121316857,0.3351600712111406,0.3421470470919333,0.545379276429306,0.4476704104024589,0.4175892012837097,0.4193343453082571
COG,刚果（布）,178,2007,0.3290573142434441,0.3195042680025963,0.5615912943164266,0.5796343316718437,0.4661568967133,0.3272502666494853,0.3329946941360345,0.5591189758646619,0.5814397570216875,0.4502009234179673,0.3550376841907022,0.2911508825285187,0.5516145006820008,0.581226317772563,0.4447573462934462,0.4415033430276062
COD,刚果（金）,180,2007,0.2708239231958912,0.2916293415340013,0.4269979465882178,0.4550705528375567,0.3767359720120454,0.2734797242822793,0.3090783566635212,0.4278424329758086,0.4593085691468604,0.3674272707671174,0.3298234920950614,0.2719254659418108,0.4424182362656527,0.4824470083354451,0.3816535506594925,0.3785105675634698
BEN,贝宁,204,2007,0.2564437669557122,0.3673693366033926,0.5229883836064054,0.5911211797726365,0.4667993625902907,0.2607201276147578,0.3856742617019574,0.5213186295470787,0.5958051851365779,0.440879551000093,0.3199753609655733,0.3408811349769837,0.5294238563884242,0.5883110324110876,0.4446478461855172,0.4447041718621578
GNQ,赤道几内亚,226,2007,0.5000823866419797,0.1661664916764086,0.5325168016458556,0.5995738894502951,0.4446658820345929,0.4933213890858741,0.1693541496663968,0.5222463600620398,0.5993759843016154,0.4460744707789815,0.5097370173096515,0.1651693740816468,0.527364752624302,0.5942490612280273,0.4491300513109069,0.432944944865499
ETH,埃塞俄比亚,231,2007,0.2439116054340228,0.3317172054921458,0.409757965762459,0.4307760238372937,0.372551962824385,0.248390479718806,0.3514005202121771,0.4110281885561369,0.4429953582754694,0.3634536366906473,0.3122303297061277,0.3080520348610577,0.4283688433697993,0.4626689722876824,0.3778300450561668,0.3771412948583272
ERI,厄立特里亚,232,2007,0.1132900700100426,0.3035652533270932,0.5089375303334756,0.2861682412775134,0.3151509317881728,0.1206012642753356,0.3194220649288957,0.5080562636909163,0.3072877761810487,0.3138418422690491,0.1998644686049109,0.2803331250160257,0.5153998967693627,0.3456222706374644,0.3353049402569409,0.3413517578358414
DJI,吉布提,262,2007,0.085807114474235,0.3801680216341433,0.521590040863439,0.1779855091098121,0.2973691627735831,0.0831274218730763,0.3978721037157602,0.5197026905096207,0.2002138954785612,0.3002290278942546,0.0704692377884247,0.353421302793608,0.5251738683320784,0.2374483103993687,0.29662817982837,0.3133426173717265
GAB,加蓬,266,2007,0.5369278683869942,0.4648539476856385,0.5770598179279268,0.6192765958370293,0.554066844767722,0.5330881163450654,0.4777271447381522,0.5739303497425279,0.6213530658249288,0.5515246691626686,0.5429393676394068,0.4164138579711781,0.5641968978829683,0.6187756747080234,0.5355814495503942,0.5291968126999568
GMB,冈比亚,270,2007,0.2361808135665171,0.3879647098254759,0.5259259916394644,0.5224945428108312,0.4458279840244193,0.2416744842022916,0.4029076246683274,0.5244877029339832,0.5345292396720416,0.4258997628691609,0.3037169031491523,0.3563351075831425,0.5295060589453856,0.5767803803711967,0.4415846125122192,0.443210793275104
GHA,加纳,288,2007,0.2610044456142147,0.417576916405263,0.5111007948221002,0.5505059268973025,0.4649237170333185,0.2647322464739289,0.4342197398527393,0.5097686081198841,0.5593246302982803,0.4420113061862082,0.3189768900099411,0.3839056312518589,0.5140688723054353,0.5623938170681285,0.4448363026588409,0.446990144996533
GIN,几内亚,324,2007,0.2658062212725987,0.3509358463211374,0.5069136173699361,0.5998540716027753,0.4630033812569358,0.2688172521041167,0.3707956174840056,0.5060897528030306,0.6063590205284665,0.4380154107299048,0.3249253011749602,0.3263775943776879,0.5115577246206274,0.6001624429729855,0.4407557657865653,0.4395168269815038
CIV,科特迪瓦,384,2007,0.3167673180683585,0.3741727497527435,0.5171215123032145,0.5244308834632867,0.4512433272021805,0.3190572151522274,0.3894656947815569,0.5160936223857855,0.5337006705684108,0.4395793007219951,0.36069440117692,0.346043245754147,0.5218464962838844,0.5355157164888024,0.4410249649259384,0.4401775724778026
KEN,肯尼亚,404,2007,0.2779452639820953,0.3244624514671413,0.5157927839927796,0.4942762715097037,0.4202164186515781,0.282071839133376,0.3369883741664904,0.5147219421054824,0.5052503360224831,0.4097581228569579,0.3355247875673743,0.3033695984078026,0.5207529834374071,0.5235027320359675,0.4207875253621378,0.4193284765962956
LSO,莱索托,426,2007,0.358998161466059,0.2586654271263492,0.4848886336231628,0.4749474921403145,0.397994013249,0.3577499900096277,0.2611096790736125,0.4843885232819503,0.4825466937435542,0.3964487215271862,0.3967445713373315,0.2644444275956464,0.4966896808063777,0.5046580734325615,0.4156341882929792,0.4096802350010492
LBR,利比里亚,430,2007,0.2249264296918046,0.2712857031749048,0.4685306722866064,0.4723943263244418,0.3796932805589586,0.2289604653888337,0.2874916706985087,0.4684585391360542,0.4859469686340244,0.3677144109643552,0.293379894755106,0.2440240866018177,0.4778280508269689,0.5149191535217246,0.3825377964264043,0.3798148769094245
MDG,马达加斯加,450,2007,0.2511239978386382,0.326114928332556,0.5074425910361441,0.5071376132555473,0.4201040873573515,0.2548487541712604,0.3423123835569471,0.506739755762313,0.5209756259177858,0.4062191298520766,0.3120052703426566,0.301946069596905,0.5135609242295273,0.547058306895005,0.4186426427660235,0.4177062459292186
MWI,马拉维,454,2007,0.2556383515663452,0.269894385006036,0.5074293107252252,0.5615338418685619,0.4239294510711311,0.2595286897971681,0.2848930718503738,0.5065293469933242,0.5658781713096148,0.4042073199876202,0.3204168427531941,0.2665060897539918,0.5124668789626814,0.5688949750731517,0.4170711966357547,0.4138629561194595
MLI,马里,466,2007,0.2641274104613482,0.3497652134007084,0.5052200531951389,0.4019087303034618,0.3900094894323791,0.2673869274229515,0.3684176407754078,0.5046844640999012,0.4225348291299788,0.3907559653570598,0.3201813490746485,0.3246842369223487,0.5070842443922952,0.4360468303995572,0.3969991651972124,0.398242489866857
MUS,毛里求斯,480,2007,0.39607073228767,0.420946050202127,0.6181171190087494,0.3771848989465499,0.443010624059909,0.4021518225658105,0.4229098893449768,0.6181852189140302,0.3897906267727697,0.4582593893993968,0.4284096581707009,0.4160554170124073,0.5977225597622132,0.4107580503549836,0.4632364213250762,0.4654408593534931
MOZ,莫桑比克,508,2007,0.2664686332110062,0.3182053288932667,0.4671197330992483,0.5806697599266336,0.4381267156080266,0.2693250037616312,0.3359737240433382,0.467641119469198,0.5849438752343015,0.4144709306271172,0.3262321317032998,0.3045866148544757,0.4821479779649174,0.589403116570453,0.4255924602732864,0.4230602295504628
NAM,纳米比亚,516,2007,0.4065506346242906,0.4381279751480807,0.5080553553676,0.6387845756814791,0.5216659268710512,0.4100340847858001,0.4481372908680021,0.5057908530413766,0.6445580911507978,0.5021300799614942,0.4413155638185598,0.4152918460929715,0.5089212648406667,0.6347775372270348,0.5000765529948081,0.4970776202659386
NER,尼日尔,562,2007,0.2461464125890639,0.3303354096811426,0.518695542286532,0.3657744549320317,0.3715768538071499,0.2498231772916305,0.3494617296268922,0.5177831713244994,0.3859850947757318,0.3757632932546885,0.3071873740200166,0.3057947931951221,0.5240506574245094,0.399219039259902,0.3840629659748875,0.3858372876762099
NGA,尼日利亚,566,2007,0.3267742593827486,0.3868430389657032,0.5016043211762633,0.4220277281153711,0.4157629295662731,0.3292542290880318,0.4033305586747923,0.5008904236958234,0.4308228011430355,0.4160745031504207,0.3754309836124188,0.3583882870998694,0.5080638992024391,0.454027581171036,0.4239776877714408,0.4240204558375255
GNB,几内亚（比绍）,624,2007,0.2580039073173292,0.3143152845604713,0.4618894290059357,0.6816248913999441,0.4715280261444541,0.261536610817743,0.3311133226262631,0.4617920175177799,0.6865414092646828,0.4352458400566171,0.3176901987274034,0.2983211982994994,0.4727716620044349,0.6967790393137675,0.4463905245862762,0.4422417837246138
RWA,卢旺达,646,2007,0.2431732378490234,0.3661627818159778,0.502788140013546,0.3641174457048183,0.377812864770687,0.2480022346856313,0.3884326732518717,0.5020249276181411,0.3686246009468311,0.3767711091256188,0.3090576097173047,0.3371994902734744,0.5098671332575089,0.3973839053850241,0.388377034658328,0.3912727533280486
STP,圣多美和普林西比,678,2007,0.2435625575588978,0.267587031480169,0.5257592338910071,0.5506987636230682,0.4215501388707515,0.2546212904135798,0.2710007195578885,0.5240261307601403,0.5559156132372984,0.4013909384922267,0.3136085206718779,0.2791699782054878,0.5287344767297711,0.5602061617856471,0.420429784348196,0.4184476179885629
SEN,塞内加尔,686,2007,0.2594289079606209,0.4320701815982794,0.5275155463869596,0.6303853015169171,0.5015092750314359,0.2637517588506547,0.4509257976341033,0.5259427921127631,0.6378163795368758,0.4696091820335992,0.3182470401791607,0.3971870919670052,0.5309273096026467,0.6385100098507642,0.4712178628998942,0.4731184137104151
SYC,塞舌尔,690,2007,0.2521995297013369,0.511490027304248,0.4586390170935525,0.5663170197697726,0.4862216785698702,0.2544727904021766,0.5084877451300441,0.4484418537514241,0.5604109901658908,0.4429533448623839,0.3152345291210622,0.5097990786403293,0.4637733265467797,0.5661224510749957,0.4637323463457917,0.4708109422874032
SLE,塞拉利昂,694,2007,0.2583437645102688,0.3033424450314788,0.5142720023049593,0.5135318559880914,0.418100434396254,0.2628491859900658,0.3209118210799617,0.5132238741441655,0.5257518393554317,0.4056841801424062,0.3198084954194256,0.2846405811394866,0.5188366708248808,0.5471411270243814,0.4176067186020437,0.4156389509691125
ZAF,南非,710,2007,0.384361144820219,0.534519909770347,0.4370967040654629,0.3518741653633638,0.4278360428138453,0.390586090146063,0.5425532000541939,0.430742532255492,0.3517274923622767,0.4289023287045064,0.4201605930987449,0.5108309479139729,0.4447513913687935,0.3551145276162977,0.4327143649994522,0.4380327168847197
ZWE,津巴布韦,716,2007,0.2832277318364695,0.3169142996360158,0.3670858699148129,0.5945526637483173,0.4240681090666746,0.2840702980287232,0.326817305817366,0.3696240028589808,0.5962077474717856,0.3941798385442139,0.3277410181630402,0.3164563901076581,0.3824804401118877,0.5883646347092875,0.4037606207729683,0.4002350607911516
SWZ,斯威士兰,748,2007,0.3939846861398674,0.3180966445184415,0.6472451184893209,0.3807319491270777,0.4198069731539342,0.3962332717377271,0.3221511887515552,0.6507147540134672,0.3925505230973222,0.440412434400018,0.4283715023295507,0.3270217740519268,0.6231339027746458,0.4237712284547515,0.4505746019027187,0.4490350943951749
TGO,多哥,768,2007,0.2545137281797055,0.3310138659327932,0.4638990959327759,0.4549204943759989,0.3938668387698552,0.2574342035903706,0.3478054220779897,0.4641637516300085,0.4654151230577163,0.3837046250890213,0.3111795960267772,0.3073670572381351,0.4747281015367182,0.4801531989728096,0.39335698844361,0.3931090073582861
UGA,乌干达,800,2007,0.2692713955510192,0.3396036580412772,0.4499569146248594,0.4842050661528881,0.4060875923266372,0.2736510501333057,0.358425138708823,0.4501601356557643,0.4886054453518763,0.3927104424624423,0.3296055328324033,0.3203392127699268,0.4640150073839282,0.4988165863610973,0.4031940848368389,0.4022734886726536
TZA,坦桑尼亚,834,2007,0.2468187365170822,0.361047558253241,0.4923313576397505,0.6173983842941771,0.4668174048307797,0.2510150327925004,0.3793356702886524,0.492184117620047,0.6181836079573548,0.4351796071646386,0.3112968642241316,0.3351515164002946,0.5018807573807992,0.6214998419421585,0.4424572449868459,0.4417505519275391
BFA,布基纳法索,854,2007,0.2406228994643269,0.3439664976151566,0.5191082254735625,0.5638110964157386,0.4470598777243966,0.2448437711663392,0.3628711066568101,0.5181270464468523,0.5756765747908266,0.4253796247652071,0.3050199376442711,0.320642066186805,0.5248979190875774,0.5845510036621795,0.4337777316452082,0.4335896919548111
ZMB,赞比亚,894,2007,0.3492801907366578,0.2584202564222627,0.4508185128123301,0.6801934102338213,0.4642401262593473,0.3508613489189319,0.268933639484138,0.4516290844799128,0.6782023353749697,0.4374066020644881,0.3861914966439119,0.2441355349979908,0.4540434765631444,0.6679002243772224,0.4380676831455674,0.4286555561933345
AGO,安哥拉,24,2008,0.4224136612653791,0.4164347199048334,0.4976210382767663,0.4293025507716929,0.4389035168548589,0.4198800375524729,0.4367659155698515,0.4969839846701462,0.4381757634835152,0.4479514253189965,0.4489817382551614,0.3719425829474521,0.4907361534461144,0.4670858288240729,0.4446865758682002,0.4416355884961254
BWA,博茨瓦纳,72,2008,0.4106363778090813,0.3696230563825341,0.5113423918921011,0.6181816123221803,0.4951968690827328,0.4100971064090287,0.3691323401685936,0.5080139741432036,0.6196017347565417,0.4767112888693419,0.4342775160093636,0.36463727346038,0.5135958163941824,0.6038924030030387,0.4791007522167412,0.4747004975953321
BDI,布隆迪,108,2008,0.2158869416315806,0.2697460429920941,0.422358240419296,0.3444835973624098,0.32180940301954,0.220768372072835,0.2861801226095048,0.4226759426791548,0.3517392752502127,0.3203409281529269,0.2815682820434885,0.2395693837121496,0.4347494229645772,0.3849066252571926,0.335198428494352,0.3340785182401368
CMR,喀麦隆,120,2008,0.2843269018441589,0.3862367582094955,0.528114874365538,0.403311264725342,0.4087258242298972,0.2872858304744851,0.4030226888183883,0.5268158202547625,0.4123759976868307,0.4073750843086166,0.3371167853667499,0.3587157235865998,0.5292732183384936,0.4399319474435793,0.4162594186838556,0.4185261552361273
CPV,佛得角,132,2008,0.2888210502873952,0.4969913140045322,0.524995013666581,0.326289385046709,0.4132690519376307,0.2958816320656629,0.5118438460639726,0.5221872591138942,0.3480231157542739,0.4194839632494508,0.3470156885088279,0.4533688491254034,0.5272611672698804,0.3807181297243204,0.427090958657108,0.4339380545305681
CAF,中非,140,2008,0.1355086697370754,0.2862217842794765,0.5464689599464152,0.511773484471546,0.4029672967245408,0.1425364826257866,0.3016940038566094,0.5450503289420094,0.5176924284800906,0.376743310976124,0.2168648799204307,0.2747553585725893,0.5491312130194517,0.5255654156415565,0.391579216788507,0.3944797643375419
TCD,乍得,148,2008,0.1976892310268477,0.2854387517615964,0.4965699508323968,0.4657853467415727,0.3837396409205752,0.2020228681982965,0.3016765731067878,0.4964123497154576,0.4809094698852366,0.3702553152264446,0.2619085783527864,0.2658541510597396,0.4972278051929313,0.4815836871497671,0.3766435554388061,0.3770476853823948
COM,科摩罗,174,2008,0.2731879070657379,0.3710612965033098,0.5426914843907974,0.4061383917353394,0.4068654552852442,0.2798619629024403,0.3889328904803789,0.5405490343836097,0.4212750330307072,0.407654730199284,0.3328956713077043,0.3446267165210559,0.5457236882344237,0.448919503363817,0.4180413948567502,0.4199825319230835
COG,刚果（布）,178,2008,0.4103096283828627,0.3398461882217474,0.5570069663167653,0.5635651942575883,0.4760495236934824,0.4067437425151625,0.351672663993265,0.5545764066465771,0.5639024854866004,0.4692238246604012,0.4302859499940257,0.3088276345180978,0.546847389681379,0.5645628034560688,0.4626309444123928,0.4570119685270624
COD,刚果（金）,180,2008,0.2667875918647125,0.2928003187612315,0.4225461755528737,0.4724831779364511,0.3819573743461646,0.2692833862805687,0.309845641716106,0.423463378023593,0.4751884321599839,0.3694452095450629,0.3245543921329935,0.2724721982955732,0.4368963682505407,0.4944481160682557,0.3820927686868408,0.3789486756084588
BEN,贝宁,204,2008,0.2581893627131807,0.3788455166670674,0.5242506391090461,0.5909658583499761,0.4706200243355068,0.2622950389119363,0.3961200755766803,0.5225321823462546,0.5954174648245798,0.4440911904148627,0.3195079638154994,0.3477677940508856,0.5305607441845401,0.587666570554376,0.4463757681513253,0.4467827338033299
GNQ,赤道几内亚,226,2008,0.5245958959223997,0.1452682543390726,0.5497360153606954,0.5936118120297281,0.4431695636471681,0.518045345770709,0.1459728009565959,0.538888230157415,0.5929729305357858,0.4489698268551264,0.5263779309929026,0.1471678659014519,0.5456240769195748,0.5883886328556746,0.4518896266674009,0.4345308803260708
ETH,埃塞俄比亚,231,2008,0.2368809493632547,0.3261058571128014,0.4237850607679715,0.4320806389486334,0.3733828783784401,0.2414108997730721,0.3467095608690852,0.4247891271308461,0.4444271773871342,0.3643341912900344,0.3041727674818979,0.3033520014951814,0.4408566210952506,0.4639865801420478,0.3780919925535944,0.377715635832904
ERI,厄立特里亚,232,2008,0.099750146992906,0.3039806396806855,0.5029619722387857,0.2845351273131611,0.3116436351494784,0.1063369898757552,0.3194327961811947,0.502379499567607,0.3055135078905636,0.3084156983787801,0.1783452532851632,0.2746816115800775,0.5109391937877227,0.3439490295796596,0.3269787720581558,0.3336846432212852
DJI,吉布提,262,2008,0.0814201815362428,0.3912669741548832,0.5201668526451385,0.1723045354992546,0.2976964312308825,0.0788544357551953,0.4087591897690913,0.518218716791073,0.1933920276337511,0.2998060924872777,0.0667892445933611,0.3632765883995538,0.5238027588846829,0.2284892503988789,0.2955894605691191,0.3130126302735953
GAB,加蓬,266,2008,0.5389817552942299,0.4704716455386998,0.5666788680593879,0.6090585065881997,0.5500998438635145,0.5340828459235691,0.4827671677814149,0.5638651710887461,0.6100599178130539,0.547693775651696,0.531235856989707,0.4206462126652895,0.554699007795256,0.6074977095417751,0.5285196967480069,0.5228642903550691
GMB,冈比亚,270,2008,0.2505742408688605,0.4098032371749008,0.5263990104465676,0.5265325771345655,0.4557314979676266,0.2561732258917046,0.423331855170716,0.5249378661172549,0.5385420586958328,0.435746251468877,0.3193009569640886,0.3734238737271979,0.5298986862441499,0.5803050395699076,0.450732139126336,0.4523786449640355
