Alpha-3 code,CountryName_CN,Numeric,Year,SDI,SDI_Economy,SDI_Society,SDI_Resource,SDI_Ecology,SDI_Economy_TwoStage,SDI_Society_TwoStage,SDI_Resource_TwoStage,SDI_Ecology_TwoStage,SDI_TwoStage,rank_global_critic,rank_two_stage,rank_change_two_stage_minus_global,abs_rank_change,sdi_difference
AGO,安哥拉,24,2011,0.46601175721363003,0.4161291715485545,0.439121657777091,0.515042512922182,0.4776446919304529,0.4142737161222711,0.45910080725949537,0.5134976213287824,0.48469077296237995,0.4678907294182322,18.0,9.0,-9.0,9.0,0.0018789722046021473
AGO,安哥拉,24,2012,0.46774540677234644,0.4224030245443996,0.43780013857265604,0.518943982812967,0.4789622977102283,0.4213484668213319,0.4567437062658108,0.517162281298759,0.48621448208738083,0.47036723411832065,18.0,9.0,-9.0,9.0,0.0026218273459742147
AGO,安哥拉,24,2013,0.4695024418377606,0.4117132455754497,0.4480531148738347,0.5251946452973256,0.4757619916754554,0.4110312358238968,0.466317863785622,0.5230935108563869,0.48277908054027463,0.47080542275154513,21.0,9.0,-12.0,12.0,0.0013029809137845572
AGO,安哥拉,24,2014,0.473725394455486,0.39369437272829694,0.45234155451363695,0.5345424888487229,0.48503483331691516,0.39439099997993343,0.47026711163358725,0.5320150114760699,0.49294535098510506,0.4724046185186739,22.0,11.0,-11.0,11.0,-0.0013207759368121241
AGO,安哥拉,24,2015,0.47048299025282264,0.3612021634541757,0.4600202270160843,0.540121076976548,0.47846479315352264,0.3627799984142359,0.4780867008656075,0.537292940833262,0.4858501550155857,0.4660024487821728,22.0,12.0,-10.0,10.0,-0.004480541470649857
AGO,安哥拉,24,2016,0.4708701593775966,0.38197680141389095,0.4554023895682908,0.5340118324462069,0.4792607671197361,0.38154733646120287,0.4736004429934206,0.531560451099601,0.48685569745293955,0.46839098200179097,22.0,14.0,-8.0,8.0,-0.002479177375805608
AGO,安哥拉,24,2017,0.4709968851836258,0.38082094018232515,0.44895315067200287,0.5298744854371151,0.48762719122052195,0.3808053966075324,0.46553280677039155,0.5277641396807035,0.49615136046542696,0.46756342588101363,23.0,16.0,-7.0,7.0,-0.003433459302612185
AGO,安哥拉,24,2018,0.4715353192595232,0.40214652334849327,0.4514047618892528,0.5249942666292079,0.4822091626491383,0.4012315385527485,0.4678761748343447,0.5230553611613287,0.49035789697401,0.47063024288060795,24.0,17.0,-7.0,7.0,-0.0009050763789152372
AGO,安哥拉,24,2019,0.4692922667924183,0.3954480813289756,0.45470944115021456,0.5264530537041415,0.47495873273649764,0.39490713815351747,0.4701873463596204,0.5244301554813817,0.48249849380773313,0.4680057834505632,25.0,19.0,-6.0,6.0,-0.0012864833418551047
AGO,安哥拉,24,2020,0.47339208451934645,0.3701549746428408,0.46443012314324994,0.5339395419076802,0.48319821469563384,0.37037146352874073,0.4788938684337803,0.5317485746352959,0.4917023909321856,0.4681790743825006,25.0,20.0,-5.0,5.0,-0.00521301013684583
AGO,安哥拉,24,2021,0.4769618490869019,0.398636923218902,0.4673705763783559,0.5247918967160442,0.4855734436789742,0.3980312713856188,0.48114143218506733,0.522913064388573,0.49432504291937873,0.4741027027196595,26.0,20.0,-6.0,6.0,-0.0028591463672424378
BWA,博茨瓦纳,72,2001,0.4718623267565705,0.41045723508169696,0.285807554531769,0.5155723252046307,0.6195842788869729,0.4108968758068333,0.2905007410845059,0.512447839971884,0.6207577795103532,0.4586508090933941,6.0,7.0,1.0,1.0,-0.013211517663176409
BWA,博茨瓦纳,72,2002,0.4756769110223647,0.4086885503374916,0.29690878896950446,0.5169953055206964,0.6208952530672305,0.4090000206554865,0.30140089315528557,0.513766648638289,0.6222827478739446,0.4616125775807514,5.0,5.0,0.0,0.0,-0.014064333441613286
BWA,博茨瓦纳,72,2003,0.4777027204654241,0.4119426113181399,0.3077590657194881,0.5148053789816223,0.6177560847709018,0.41253631001481733,0.31209335073525163,0.5116359651463307,0.6190275055533678,0.46382328286244184,5.0,5.0,0.0,0.0,-0.01387943760298227
BWA,博茨瓦纳,72,2004,0.4755268481576611,0.39556200032151356,0.3040309363149204,0.5107259031711658,0.623072173207737,0.3957447287705794,0.3072294653749246,0.5077297331683603,0.6247183590064949,0.4588555715800898,6.0,7.0,1.0,1.0,-0.01667127657757128
BWA,博茨瓦纳,72,2005,0.475235682695955,0.43032014402356106,0.2998002419142174,0.5135410931861306,0.611499904729799,0.4289085089208265,0.3036960327305828,0.5103562823968468,0.6120329584874593,0.46374844563392886,6.0,7.0,1.0,1.0,-0.011487237062026145
BWA,博茨瓦纳,72,2006,0.4864404847221946,0.45125810123949817,0.3213533622160175,0.5005425517699493,0.6247198679366223,0.4494999280737876,0.32366523518091467,0.4976632638588699,0.6264463750432481,0.47431870053920505,6.0,5.0,-1.0,1.0,-0.012121784182989537
BWA,博茨瓦纳,72,2007,0.4897593757475716,0.44597976377136345,0.34148366791174845,0.5003576937218219,0.6195540900617617,0.44424811737872705,0.34273414548296316,0.49744630723770655,0.6209600175255969,0.4763471469062484,6.0,6.0,0.0,0.0,-0.013412228841323204
BWA,博茨瓦纳,72,2008,0.49519686908273297,0.4106363778090813,0.3696230563825341,0.5113423918921007,0.6181816123221803,0.41009710640902863,0.36913234016859364,0.5080139741432035,0.6196017347565417,0.4767112888693419,5.0,6.0,1.0,1.0,-0.018485580213391084
BWA,博茨瓦纳,72,2009,0.4898999615598569,0.34849631093880223,0.3751339091227132,0.5154793623409912,0.6192826340027472,0.34944950258108065,0.37306373108722285,0.5122440462441916,0.620779430274172,0.4638841775466668,6.0,8.0,2.0,2.0,-0.026015784013190102
BWA,博茨瓦纳,72,2010,0.5016990427507505,0.39056927464537583,0.408102558169849,0.5164885150857921,0.6091901647685459,0.392538210452613,0.4045804246056728,0.5131821890651951,0.6098371229660766,0.48003448677238936,5.0,7.0,2.0,2.0,-0.021664555978361144
BWA,博茨瓦纳,72,2011,0.5165094531340312,0.40270569752518287,0.436415242986935,0.5193929059070368,0.6208821957552676,0.40398912640786794,0.43094319364676487,0.5159171057561525,0.6226108807147244,0.4933650766313774,4.0,5.0,1.0,1.0,-0.023144376502653774
BWA,博茨瓦纳,72,2012,0.521200063786766,0.39259516366882086,0.4636324934873812,0.5171160961589913,0.6166977522347168,0.39347386174277765,0.45671365460625923,0.5137935881955116,0.6181954055979211,0.4955441275356174,5.0,6.0,1.0,1.0,-0.025655936251148592
BWA,博茨瓦纳,72,2013,0.538386554407767,0.4514491798647217,0.49160640151163154,0.5219215137539044,0.6171894830541472,0.45108225532312085,0.48264216258804665,0.5184868966606788,0.6187420778451254,0.5177383481042429,4.0,4.0,0.0,0.0,-0.02064820630352404
