GDP per capita growth (annual %)_x,Merchandise exports (% of GDP),Final consumption expenditure (% of GDP),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)_x","Industry (including construction), value added per worker (constant 2015 US$)_x","Services, value added per worker (constant 2015 US$)_x","Current account balance, percent of GDP (Percent of GDP)(IMF)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",gini,Proportion of seats held by women in national parliaments (%)_x,Prevalence of undernourishment (percent) (3-year average),"Life expectancy at birth, total (years)_pct_change",Labor force(% of total population),Population growth (annual %),Mean years schooling,Scientific and technical journal articles,"Prevalence of HIV, total (% of population ages 15-49)_x",Domestic general government health expenditure (% of GDP),"Mortality caused by road traffic injury (per 100,000 population)_x",People using at least basic drinking water services (% of population)_x,Individuals using the Internet (% of population)_x,Mobile cellular subscriptions (per 100 people),Access to electricity (% of population)_x,Agricultural land (% of land area),Arable land (% of land area),Adjusted savings: mineral depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Renewable internal freshwater resources per capita (cubic meters)_x,Energy intensity level of primary energy (MJ/$2017 PPP GDP)_x,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)_x",Adjusted savings: energy depletion (% of GNI),Energy consumption per capita (million Btu per person),"Solar, tide, wave, fuel cell electricity installed capacity (million kilowatts)_per_capita",Biomass and waste electricity net generation (million metric tons of oil equivalent)_per_capita,Forest area (% of land area)_x,Wetland area（% of land area),"Terrestrial barren land|1000 HA|ECCCT|Terrestrial Barren Land|Environment, Climate Change, Climate Indicators, Land Cover Accounts, Terrestrial Barren Land|Climate neutral(% of land area)",CO2 emissions (metric tons per capita)_x,PM2.5 exposure/Ambient particulate matter pollution,Lead exposure,Terrestrial biome protection (global weights),Species Protection Index,Alpha-3 code,CountryName_CN
-8.48578579,0.42663992853227867,64.13697113,-13.9995679,1325.831868,14393.90814,5095.789085,12.56142809,50.469,,11.25827815,27.7,0.01961933113757297,0.3781762626175712,2.394776912,10.35,75.72,3.2,1.73444974,,73.29368,24.8206,97.6561,48.7,31.16456808,1.610541728,0.0,4.201208344,38589.96442,6.61,215.7934935,16.79362678,12.703463759928391,1.2168006798786884e-06,4.7661638696538776e-06,64.26354319,0.473147877013177,0.0012591508052708638,0.704695187431631,26.966639258503,538.67196237477,25.4896405734596,81.42,COG,刚果（布）
-1.374653895,0.506688045756307,57.89615997,23.29071801,1294.361295,13438.74296,5284.748653,11.57387518,51.124,,11.25827815,27.2,-0.003090494013138656,0.38312879963164753,2.394142883,10.57,88.68,3.2,1.72020531,,73.48842117,33.3461,95.8615,49.7,31.25212299,1.610541728,0.0,3.108459923,37677.03753,6.72,217.9839493,21.87485212,12.631745545784788,1.2219579738103857e-06,4.653410223998474e-06,64.21961933,0.4731185944363103,0.0012591508052708638,0.7018966338961298,26.4111186123068,527.71687306663,25.4896405734596,81.42,COG,刚果（布）
-0.927744025,0.5607879553290261,49.55782602,18.26089878,1226.752363,12256.91229,5018.130748,,54.267,,14.56953642,26.8,0.01258723828514463,0.3991391034852092,2.396653003,10.57,90.39,3.2,0.80518568,,,37.4939,93.6259,50.6,31.1897511,1.610541728,,,36784.78449,,221.1999889,,13.297370262745902,1.1930200374343176e-06,4.543209961894608e-06,64.17569546,0.4730893118594436,0.0012591508052708638,0.7352572868669703,26.9087422707469,,25.4896405734596,81.42,COG,刚果（布）
-0.528875413,0.49937811652081465,57.20758281,-7.567702287,1227.612895,12119.60871,4966.61533,,54.373,,14.56953642,26.4,0.011876923076923118,0.40138187917129303,2.419190381,10.57,,3.2,1.12095106,,,38.3791,94.8715,51.3,31.19004392,1.610541728,,,,,,,12.948594284089308,1.1645049196289435e-06,4.434619860125168e-06,64.1317716,0.0,,0.7263383161744071,,,25.4896405734596,81.42,COG,刚果（布）
-5.152141467,0.11830836621241587,94.3624271,73.05971136,264.2750803,3250.324348,1421.894466,,70.177,,,26.8,0.006128702757916216,0.3938585047073958,3.167066345,5.845,9.05,2.0,0.10641284,38.0,37.52163144,0.0114758,0.287728,7.1,11.27015284,2.955382546,0.009223694,17.4709463,17263.65472,17.63,27.79549727,1.26488412,0.587804166549307,0.0,0.0,63.17725679,2.269588231402042,0.012152356586753711,0.02686211440332417,30.8153186356126,685.97065895531,8.37282124385861,38.25,COD,刚果（金）
-0.150938086,0.12969695272970855,90.53836895,31.71946123,248.5145921,3319.990094,1421.52155,,70.242,,,27.2,0.003179772052485541,0.3935846281238114,3.056206058,5.909,11.52,1.9,0.10429236,38.5,37.48461184,0.0927907,1.04185,7.7,11.27015284,2.955382546,0.006635754,17.89896719,16744.02281,17.72,27.7021403,1.027968174,0.607787373172139,0.0,0.0,62.88039523,2.2692574049976844,0.012333208354469466,0.022409961324284022,30.5751517800625,680.73997240226,8.37282124385861,38.26,COD,刚果（金）
2.538250029,0.15418066133089245,96.50591526,13.41545352,244.6623783,3331.066284,1499.095494,,70.348,,,27.2,0.011093926027763379,0.3931654432459517,2.921243324,5.973,15.24,1.8,0.22955258,38.0,37.43844059,0.134915,2.25179,8.3,11.27015284,2.955382546,0.109219314,28.46517525,16261.96449,17.24,28.34327546,1.158109368,0.643641220940383,0.0,0.0,62.58353367,2.2720010586444936,0.01248759400983657,0.021723839842994704,28.387278748595,691.88545406743,8.37282124385861,38.26,COD,刚果（金）
3.641201688,0.1861619883670683,91.62046705,6.365458263,243.6078775,3395.955703,1557.304597,,70.419,,12.0,27.3,0.01099108626680767,0.3928808161011153,2.944578643,6.037,13.8,1.8,0.2026829,36.5,37.3830762,0.196208,3.49263,9.0,11.27015284,2.955382546,0.113473323,22.20790443,15790.09947,16.65,29.34605821,1.604056741,0.7105350075412681,0.0,0.0,62.28667211,2.2774089676010676,0.013030149312983833,0.029939773244697543,31.1408286760687,687.41921316735,8.37282124385861,38.26,COD,刚果（金）
2.924531505,0.19056714711094677,87.57132224,36.87340541,239.5151507,3756.103067,1530.93903,-3.081747539,70.442,41.64,12.0,27.3,0.008723428101767183,0.392828236365068,3.071727704,6.101,22.85,1.7,0.20690806,36.8,37.32047346,0.238038,4.67216,6.0,11.27015284,2.955382546,0.321173011,20.42402927,15312.4443,15.75,30.2397907,1.961729257,0.78161224378448,0.0,0.0,61.98981055,2.28029377384707,0.013149246818552743,0.029315665852112687,30.7199152670696,683.55793073508,8.37282124385861,38.26,COD,刚果（金）
1.918036136,0.1746959584032222,86.83806253,15.43818017,259.369093,3819.255858,1566.027436,0.308704873,69.418,,8.4,27.4,0.009203533267902353,0.3878503313024693,3.082845436,6.165,24.58,1.6,0.21125633,36.6,37.2515489,0.296054,7.28434,10.2,11.28603251,2.955382546,1.398441906,16.92950549,14847.58753,15.55,31.78472478,1.871432947,0.839614245603374,0.0,0.0,61.69294899,2.2809686597119603,0.01328157738029598,0.02836937199719915,25.9073343100888,685.79090947589,8.93481344574789,39.53,COD,刚果（金）
5.295725693,0.16870924791687616,85.96020095,20.66037426,263.0741566,4003.695094,1619.441467,2.868057215,68.38,,8.4,27.6,0.008367279533193939,0.38250121419221356,3.025315849,6.229,31.47,1.5,0.21943448,36.0,37.17622821,0.37,10.551,15.2,11.31426303,2.955382546,0.722497721,21.60808017,14405.12776,14.85,34.49593947,1.868918544,0.836260075614027,0.0,0.0,61.39608743,2.2865221322864513,0.013638869897002717,0.028472221519749943,28.3755597817063,685.50781908488,10.1333099700296,43.37,COD,刚果（金）
4.211042729,0.19363223902967233,85.7834357,24.62341249,268.0746046,4006.089615,1684.55329,-0.664510638,67.334,,8.4,27.7,0.007897514284674445,0.3770123414164513,3.015812829,6.831,39.97,1.4,0.25156215,35.8,37.09343092,0.44,15.4333,11.6,11.33631812,2.977437639,1.695991602,22.80093898,13977.18154,14.34,37.04923349,2.104607544,0.763178126451243,0.0,0.0,61.09922587,2.2911537019474646,0.014207891312498623,0.026177726059790286,30.300079423914,692.9151348007,12.4485670184172,50.47,COD,刚果（金）
-2.495424881,0.18809862911697844,90.98689888,17.89344,265.6672098,4098.382843,1641.558353,-6.035816296,66.255,,8.4,28.4,0.007402325413446986,0.3716177294588313,3.090977192,6.96,44.55,1.4,0.30943882,36.3,37.00407056,0.56,14.2422,12.3,11.85990605,3.498820052,1.701694625,24.07982511,13551.75877,14.69,37.25874007,0.984676211,0.688933127975905,0.0,0.0,60.80236431,2.2960984539379368,0.014878366158664343,0.025963722122451162,29.402699785167,695.70349761498,12.4485670184172,50.47,COD,刚果（金）
4.459702917,0.21935595333858357,83.58053816,34.70030362,265.4500431,4442.73536,1692.727198,-8.995663483,65.191,,8.4,28.7,0.010986056847915648,0.366655048161664,3.187515928,7.242,52.94,1.3,0.38362399,36.0,36.90708131,0.72,17.2401,13.0,12.54008513,4.020202466,3.097508129,18.51745043,13126.6062,14.13,40.18094597,1.288163864,0.812581411422851,0.0,5.267196525648999e-09,60.50550275,2.300209523389427,0.01531946803114179,0.03553733879178457,32.157040126978,701.55053032214,12.4485670184172,50.47,COD,刚果（金）
4.121332904,0.2500721833167695,80.75003118,3.045189267,273.8369371,4785.03396,1814.907386,-4.852166794,64.116,,,29.6,0.008863519526333574,0.36194515709545855,3.280165646,7.524,45.72,1.2,0.34667644,35.6,36.80335816,1.2,22.0819,13.7,13.07249509,4.541584879,5.532128413,17.93893231,12703.01697,13.93,43.23201265,1.810102328,0.9129968662279552,0.0,5.097226641223657e-09,60.01968373,2.303103151672879,0.015482675723958448,0.03964487071723252,30.1381638755243,710.08967012198,12.4485670273537,51.01,COD,刚果（金）
5.100472769,0.20979461157178514,80.47087145,4.734114429,287.8251717,5506.546547,1932.6768,-4.197429121,63.064,,8.943089431,30.5,0.0077137987383810724,0.35684289555642756,3.338604896,7.411,70.06,1.2,0.51978379,34.0,36.69185059,1.67996,27.4285,15.4,13.62387243,5.062085089,4.936276494,18.44604097,12285.91486,15.84,46.97962014,1.523515279,0.8980093288617531,1.3651016513388958e-08,4.929859787700215e-09,59.53386471,2.3040471096799804,0.015826735184490858,0.03696897836529569,32.4276720388759,717.34215531924,12.4931337011595,51.14,COD,刚果（金）
5.958096775,0.17769529068123055,76.18213403,5.967494525,288.9584959,5956.577087,1948.072776,-8.909995075,62.839,42.08,8.943089431,30.8,0.007759372275501386,0.35549047462379135,3.401708493,7.621,67.57,1.1,0.46684277,34.0,36.57248026,2.2,37.2505,15.2,13.86383185,5.198385567,6.03646929,17.91549181,11875.01233,15.19,51.50116841,1.172167022,1.120809661581405,5.277783257143034e-08,4.764980582593915e-09,59.0480457,2.3030766855605305,0.01585761231556428,0.05273750692956449,33.2549425024402,719.76403555654,12.4931337011595,51.14,COD,刚果（金）
3.724979823,0.2063724875062124,76.22559324,3.071716552,308.9695735,6323.697155,1972.243141,-4.491475402,62.626,,10.64257028,31.1,0.007630417856215876,0.35408187584896045,3.390690333,7.791,86.12,1.1,0.51571059,33.6,36.44565562,3.0,47.3232,13.5,14.22509429,5.431728458,5.516760723,18.06156105,11479.11715,14.85,55.26192665,0.773841572,1.38191542366711,7.652744767875797e-08,4.6061232460456205e-09,58.56222668,2.298537747292737,0.01613550649522507,0.06912124158080096,29.2284408897156,720.94791953047,12.4931337011595,51.14,COD,刚果（金）
2.904838658,0.21615460368206602,77.49070376,-1.420882061,304.5296205,7023.298589,1989.71582,-3.692820124,62.391,,8.943089431,31.7,0.007246376811594235,0.35263366139971364,3.302243427,7.965,98.77,1.0,0.62508768,33.5,36.3108123,3.8,46.5879,16.6,14.31375576,5.496129331,2.598112295,17.78258016,11106.23931,14.11,58.77644016,0.248645653,0.955973148651544,8.63818613097013e-08,4.456501871278419e-09,58.07640767,2.29848481506804,0.01613550649522507,0.039138808913339505,32.4814978337436,720.71508395211,12.4931337011595,51.14,COD,刚果（金）
-3.098916862,0.18634606783944938,80.03343879,4.405905446,299.0586444,6641.062327,1946.834497,-3.896763718,62.081,,8.943089431,32.3,0.007211292577312678,0.3516828821240164,3.541008232,8.143,97.2,1.0,0.53029794,33.7,36.16787657,10.1,34.4099,17.3,14.41168038,5.585231909,1.75595799,18.19050145,10719.84791,14.39,59.00792105,0.204679217,0.789295795506584,3.811501479666563e-07,4.30145803083112e-09,57.59058689,2.2759136322533693,0.016408989656161093,0.028600610423872908,29.7078574239784,714.69589312992,12.8771504598525,51.94,COD,刚果（金）
0.498126251,0.3275655793731792,76.1892796,35.22276799,293.989221,6954.98699,1948.976413,-3.307155251,61.769,,8.943089431,32.7,0.007007328921311284,0.35083094713414836,3.656846206,8.324,123.04,0.9,0.39801776,33.2,36.016305,8.6199,40.6223,18.0,14.684149,5.840629893,1.096160049,17.60100425,10334.92056,13.91,61.51057118,0.475642168,0.8130429125346631,5.971287431847802e-07,5.604376520964421e-08,57.10477052,2.273553737235615,0.01639134558126199,0.030039553589766906,26.243509667613,706.49147594785,13.7077854827294,60.38,COD,刚果（金）
2.579952943,0.42871881015051727,74.95358068,29.83900759,295.0107512,7409.269368,1948.36711,-3.584061792,61.53,,8.943089431,32.5,0.007244306244222232,0.349257510835042,3.347265084,8.51,141.87,0.9,0.48873118,33.0,35.85648918,11.7,40.5014,18.7,14.82755122,5.952228667,6.354484094,9.89474799,9994.709023,13.48,65.24530159,0.560875804,0.953258246199328,2.209941217340456e-06,7.427996699791502e-08,56.61895415,2.284272512736816,0.016607485498775942,0.029337335422123866,26.8872480249959,701.048139341,13.7077854827294,60.38,COD,刚果（金）
-2.581768229,0.2856600022631436,81.68026951,1.396962732,298.7501258,7139.205389,1887.112555,-3.614472234,61.335,,10.0,34.1,0.005273170243299985,0.3473417267362775,3.169528558,8.7,138.67,0.9,0.55490303,34.9,35.68789403,16.4812,39.94,19.1,14.92551995,6.034273615,0.965558414,8.973117668,9682.891542,13.11,65.60766374,0.462229612,0.8655186336076981,2.140994907638233e-06,7.196256164381586e-08,56.13330099,2.287642531042545,0.016779515229042148,0.028661361309975587,29.9458116215783,694.28697832734,13.728360844816,60.4,COD,刚果（金）
-2.418809839,0.3047631954966058,79.48862137,11.11104466,297.7532886,7877.308279,1938.714973,-2.25334502,60.043,44.67,12.8,35.2,0.003087546894193327,0.34224235529205865,3.220980492,8.894,175.79,0.9,0.63877279,,35.51044941,21.6422,42.5028,20.1,14.94342868,6.034273615,4.647060505,10.20129515,9375.97686,13.1,66.11640393,0.25158414,0.9730590518172932,2.073132661175803e-06,6.968159354019364e-08,55.64720672,2.2879071921660303,0.016783926247766923,0.03518523281977774,28.9570256398742,694.90718508678,13.728360844816,60.4,COD,刚果（金）
3.038710053,0.36250182045639434,67.16671849,27.79204851,292.6513508,8449.160607,2014.183641,-0.994470839,60.257,,12.8,36.6,-0.006354670020520259,0.3429641682877633,3.237908481,9.093,213.24,0.8,0.64831114,,35.32362078,28.4193,47.2883,20.8,14.9450534,6.045029135,22.66036198,9.970621426,9077.253601,12.51,70.36743089,0.463048824,1.057980809905745,2.009804805562606e-06,6.746150351432933e-08,55.16155356,2.2901920998654637,0.01683244745373944,0.03746448384335597,29.492994610234,692.66683701443,13.728360844816,60.4,COD,刚果（金）
5.843814689,0.22254299747978992,67.49567948,9.989076825,284.2042535,9022.102996,1975.72282,-4.470284719,61.441,,12.8,37.3,0.015571913929784964,0.3468385899863754,3.223401944,9.093,237.5,0.8,0.72449565,,35.12734661,29.4996,48.6774,21.5,15.30362586,6.396808628,,,8789.322746,,76.91946161,,1.070274475572034,2.148501115775225e-06,6.532162187224137e-08,54.6754593,2.29300632981187,0.01683244745373944,0.037173732644115005,29.4800954914614,,13.728360844816,60.4,COD,刚果（金）
5.052732247,0.3969866673111633,68.55396382,11.28602749,286.5387515,10176.83738,1949.026314,-5.559152928,61.519,,12.8,38.5,0.015021564800997034,0.3471698590480394,3.259635143,9.093,,0.8,0.68990564,,35.40344619,30.548,53.1889,22.1,15.48076302,6.571475618,,,,,,,1.096519383471288,2.3631783315528046e-06,6.322670415486736e-08,54.18985726,0.0,,0.04108235188725454,,,13.728360844816,60.4,COD,刚果（金）
2.164524391,0.10201235364965772,90.76728372,1.970285582,1342.436646,2256.263422,2727.625482,-2.045495325,71.242,,6.024096386,14.3,0.0010601830582748217,0.3929645121760568,3.054355066,5.932,42.87,1.4,1.20063126,28.5,61.41104512,0.363418,1.67884,21.9,28.90678432,21.72756297,0.00061317,1.714057261,1383.368101,4.93,50.39262212,0.0,3.595215667525641,0.0,0.0,36.22871586,0.0768889677190493,0.004345512593118127,0.22832289047109192,11.0550766052211,590.44341955674,24.9287087139378,71.33,BEN,贝宁
1.509640257,0.10681053827464969,89.48149413,3.554213255,1341.739194,2229.503734,2686.672083,-3.7415292,71.255,,6.024096386,12.8,0.0034772478554028208,0.3940163060656177,3.040108016,6.317,44.73,1.4,0.93714452,28.7,61.78268647,0.702946,2.85027,23.4,29.86288578,22.61440227,0.001212147,0.472277563,1341.945059,5.05,52.73236713,0.0,4.020530294118691,0.0,0.0,35.7852962,0.0794608017027314,0.0030152536360411497,0.2214860777760088,11.3676127448175,581.47317886555,24.9406539824224,71.69,BEN,贝宁
0.336976511,0.10113552019612086,89.16384396,3.061704124,1325.532753,2189.897997,2729.654971,-6.205550509,71.228,38.58,6.024096386,11.2,0.004239151466113089,0.39532128491217694,3.049202597,6.655,46.42,1.4,1.05233788,28.2,62.17776824,0.951327,2.98462,24.3,30.78216566,23.50124158,0.000347505,0.0,1301.643989,5.15,54.54824667,0.0,4.47703039064058,0.0,0.0,35.34187655,0.0826534231997162,0.00239446612273856,0.26538372591168785,10.0433548030817,567.54768997391,24.9406539824224,71.69,BEN,贝宁
1.280779944,0.09191844056414221,87.65727832,0.769711004,1376.891843,2152.678023,2707.899369,-4.668788567,71.212,,7.228915663,10.4,0.0044489595740209165,0.39650615619822493,3.061731061,6.981,60.84,1.3,1.15381396,28.0,62.5694756,1.18254,5.62957,25.2,30.67794431,23.50124158,0.00028287,0.0,1262.395065,5.15,56.96456193,0.0,4.582197828782601,0.0,0.0,34.8984569,0.0853139411138701,0.00239446612273856,0.2941503063943129,12.5793711644188,555.63287595304,24.9406539824224,72.05,BEN,贝宁
-1.510433395,0.08800705945247196,90.04260559,4.293664135,1345.128835,2228.526741,2740.621618,-3.443766425,71.176,,7.228915663,9.2,0.006835699089736025,0.3979394370663497,3.220611997,7.302,60.94,1.3,1.04785359,28.9,62.95729867,1.27103,7.07639,26.1,30.80482441,23.53671515,0.000426455,0.0,1222.385945,5.08,57.94045862,0.0,4.165221153547,0.0,0.0,34.45503725,0.0847818375310393,0.00239446612273856,0.2966956178294603,11.6143616350745,547.38488639148,24.9406539824224,72.05,BEN,贝宁
0.750089698,0.10463297594260491,90.78537927,2.094317073,1396.797876,2236.33156,2774.704443,-3.087787091,71.17,,7.228915663,8.9,0.003948872492985478,0.3989766993717649,3.120668883,7.623,77.59,1.2,1.06306994,28.1,63.34142029,1.53785,12.1442,27.9,29.61445548,22.17098262,0.001331914,0.0,1184.828399,5.77,60.22547898,0.0,5.517870888512668,0.0,3.9563846375264833e-07,34.01161759,0.0838949982263214,0.00239446612273856,0.34509565016135524,10.2586049467493,543.57400014383,24.9406539824224,72.05,BEN,贝宁
2.900175704,0.12816670325748517,88.65121586,0.390153238,1450.337327,2145.493008,2867.547559,-6.546219388,71.174,,10.84337349,8.5,0.004882172307904664,0.3995351111892391,2.955095547,7.945,93.97,1.2,0.95481884,27.6,63.72200338,1.79,22.9147,28.0,29.96722242,22.17098262,0.00102713,0.0,1150.32786,5.91,63.83078654,0.0,6.32452745672461,0.0,2.8808852056892314e-07,33.56819794,0.0833628946434906,0.00239446612273856,0.36891190744573715,12.6422801944957,540.61053152807,25.8419697962605,73.82,BEN,贝宁
1.776470696,0.130980258669104,89.75349626,6.434152206,1443.153977,1917.36764,3087.156115,-5.498622092,71.194,,10.84337349,8.2,-0.002575151504746964,0.40041606048069095,3.019593985,8.266,92.83,1.1,0.74250972,27.6,64.09877364,1.85,39.2846,29.0,31.78336289,22.17098262,0.001132413,0.0,1116.111822,5.76,66.9563102,0.0,6.275472809111382,0.0,2.795194436897747e-07,33.12477829,0.0877084072366087,0.00239446612273856,0.36881727418186294,13.3001084923618,537.33809883941,25.8419697962605,75.48,BEN,贝宁
-0.703743156,0.12578775845460427,89.98098066,2.539692061,1500.83378,1920.100854,2958.670497,-6.690331811,71.169,,10.84337349,8.7,0.0027367080328406512,0.40174856034903483,2.999036422,8.587,117.63,1.1,0.86784607,27.9,64.47128003,2.24,52.9301,30.0,33.17067222,22.17098262,0.001390535,0.0,1083.136169,5.91,68.50922264,0.0,6.761300625761948,0.0,9.042033648938091e-08,32.68135864,0.0870876197233061,0.00239446612273856,0.47323929822030203,10.555242401441,541.1411347737,25.8419697962605,75.48,BEN,贝宁
-0.888244805,0.1344471540200009,89.67866885,0.88088567,1437.196515,1952.412586,2918.546133,-5.567234146,71.118,,10.84337349,9.1,0.002214288166431988,0.4031701404156414,2.984241628,8.908,105.59,1.1,0.7522946,28.2,64.83989437,3.13,72.2115,34.2,30.9253636,22.17098262,0.001917839,0.0,1051.290311,6.0,69.95755195,0.0,7.501542295676317,0.0,8.776184043575453e-08,32.23793899,0.0863781482795317,0.002128414331323164,0.520553512003694,10.0192677681185,546.18265177539,25.8419697962605,75.48,BEN,贝宁
-0.057123017,0.13185800295377711,89.05515899,3.73308304,1431.588939,1955.292783,3088.675299,-4.833286272,69.977,,8.43373494,9.6,0.0012845325157997411,0.40423374243321747,2.977822028,9.23,128.9,1.1,0.65150005,28.1,65.2045677,4.14832,76.9318,36.9,32.0979514,22.17098262,0.002939034,0.0,1020.446276,5.82,72.03092094,0.0,6.8070705983978215,9.90724539642505e-07,0.0,31.79451933,0.0866442000709471,0.002128414331323164,0.4679182421415977,10.9025257923959,550.09729936715,25.8419697962605,75.48,BEN,贝宁
1.74647753,0.129517423726621,87.66695722,7.698908077,1448.396621,2127.798335,3019.692589,-5.178326843,70.518,43.44,8.43373494,9.4,0.0016591974273887367,0.407347828457892,2.9676654,9.659,143.3,1.1,0.74686456,27.4,65.56524727,4.5,80.8629,38.4,33.39123803,23.05782192,0.002668126,0.0,990.6077879,5.61,75.4964894,0.0,6.265560693218259,9.617551338729486e-07,0.0,31.35109968,0.0862894643490599,0.0019510464703795674,0.4204836554042897,10.8862888221296,553.06507784502,25.8419697962605,75.48,BEN,贝宁
4.076668027,0.15833396086679366,85.19719143,1.397298395,1491.026951,2340.403737,3033.244325,-5.37925542,71.109,,8.43373494,9.2,0.005191345480626497,0.4103085359246394,2.948851601,10.09,178.78,1.1,0.76463026,27.0,65.92151514,4.9,89.9019,34.7,35.30102873,23.94466123,0.001599583,0.0,961.8227344,5.71,80.9257694,0.0,6.208535098615507,9.338084799895115e-07,0.0,30.90768003,0.0849592053919829,0.0019510464703795674,0.4238192905969035,9.12872513455719,547.22507808154,25.8419697962605,75.48,BEN,贝宁
3.260772171,0.19270538098786222,83.14900387,-0.247782654,1566.92645,2289.052726,3057.064311,-6.667906632,71.687,,8.43373494,9.2,0.00246334709410001,0.41322641406113725,2.955018759,10.11,179.52,1.0,0.57532531,27.0,66.27459903,6.0,78.517,34.1,35.4549663,23.94466123,0.001230009,0.0,933.8165245,5.54,86.07077013,0.0,6.4119288325288775,9.06617984907349e-07,0.0,30.46426038,0.0844271018091521,0.0019510464703795674,0.43887267846865696,9.1163283883954,540.97663701188,25.8419697962605,75.48,BEN,贝宁
-1.184320438,0.14769724457206845,86.58354441,0.851504261,1500.244473,2465.337271,2985.803289,-5.964093171,72.132,47.63,7.228915663,9.1,0.001948888286333883,0.41613306455836585,2.953916277,10.29,180.0,1.0,0.59082586,27.3,66.62402615,11.255,82.0193,29.6,36.12294253,23.94466123,0.0,0.0,906.6357906,5.79,87.60123844,0.03646713,6.8383142613841255,1.0562747074757225e-06,0.0,30.02084072,0.0839836821567931,0.0019510464703795674,0.4731269292747503,13.1548592280145,539.13379506113,25.8419697962605,75.48,BEN,贝宁
0.36116614,0.15007106990693117,83.50131259,0.683591111,1570.946323,2352.600136,2964.120584,-2.996694549,72.563,,7.228915663,9.7,0.0027062226206384654,0.41903250189222935,2.924602167,10.14,173.32,1.0,0.71389222,27.5,66.96970536,14.5,76.0182,37.0,34.3804984,24.83150053,0.0,0.0,880.5042845,6.22,90.52683372,0.03636442,8.097803440553335,2.4790897329610022e-06,0.0,29.57742107,0.0842497339482085,0.0019510464703795674,0.5556751429024259,11.8227255719305,526.35768435312,25.8419697962605,75.48,BEN,贝宁
2.6704172,0.17446544202093547,83.10498517,-0.367897725,1642.119042,2228.33338,3009.674517,-4.18078964,73.058,,7.228915663,10.5,0.004132719329318579,0.42204965539237427,2.881178694,9.749,207.64,0.9,0.70637327,27.0,67.31152992,18.7,72.8671,34.5,36.30170184,26.54821657,0.0,0.0,855.4973596,6.11,95.66111917,0.061896464,8.345793127471433,2.4086818862138674e-06,0.0,29.13400142,0.0839836821567931,0.0019510464703795674,0.5797544792346705,11.695836628718,515.92471535009,25.8419697962605,75.48,BEN,贝宁
3.737015543,0.23446251004026628,80.86022023,0.670447614,1720.899632,2197.065707,3042.810182,-4.549195345,73.642,,7.228915663,11.4,0.003057384760112969,0.42534130716033397,2.813641884,9.361,233.16,0.9,0.66673458,26.9,67.6494114,19.0,76.408,39.0,39.56020397,30.29195282,0.0,0.0,831.7622045,6.05,102.0677869,0.081396089,8.928006443413935,2.341854750577529e-06,0.0,28.69058177,0.0841610500177368,0.0019510464703795674,0.6247441980750439,10.0451901149745,501.22078516217,25.8419697962605,75.48,BEN,贝宁
3.982113266,0.2120668790038267,78.79047735,-0.397553793,1755.940071,2349.971369,3086.447582,-3.999481404,74.183,37.95,7.228915663,11.8,0.0029810751967844773,0.4289652782661409,2.735388428,8.973,276.96,0.9,0.45625761,26.8,67.9832517,20.5,81.3235,40.0,41.07138524,31.37621852,0.0,0.0,809.3186362,5.69,109.0754413,0.067996543,8.092502483078858,2.2786641213726514e-06,0.0,28.24716211,0.0868215679318907,0.0019510464703795674,0.5619953043018429,9.51953494661433,494.53767969243,25.8419697962605,75.48,BEN,贝宁
1.120202648,0.19098930945347095,79.45444901,2.878032289,1692.366449,2393.520386,3282.634385,-1.746485758,73.645,,7.228915663,11.7,0.004441624365482344,0.4288395964887677,2.662598752,8.585,317.18,0.8,0.51122105,,68.31295056,22.1206,85.2391,41.0,39.31401738,29.54291061,0.0,0.0,788.0540795,5.79,113.2735286,0.030002195,8.284041592570127,3.7084447798647434e-06,0.0,27.80374246,0.0848705214615111,0.0019510464703795674,0.5778946645601905,11.8846926483838,490.1784510488,25.8419697962605,75.48,BEN,贝宁
4.413354351,0.20590668915034285,77.36663016,1.618725067,1698.136395,2482.672368,3370.154714,-4.153520711,74.681,,8.43373494,12.5,-0.00904345513182836,0.43820638693332203,2.592301675,8.643,381.61,0.8,0.33374113,,68.63812455,28.2047,94.9183,42.0,41.00234569,30.92332831,0.0,0.0,767.8878544,4.79,121.3787612,0.0,6.270831914225081,4.485061487315275e-06,0.0,27.36032281,0.0889499822632139,0.0019510464703795674,0.41535272466367074,11.6615864686645,480.85339685583,25.8419697962605,75.48,BEN,贝宁
3.58043408,0.21342401973316627,71.60256115,4.138994479,1750.545056,2549.208433,3407.854455,-5.687125305,74.995,34.4,7.407407407,13.3,0.01451098808924689,0.4415038016276898,2.547409263,8.705,413.69,0.7,0.50720674,,68.95898158,30.0134,105.745,56.5,43.0623652,31.44689872,,,748.5736583,,128.9685109,,6.284886042867087,2.3983427887392138e-05,0.0,26.91690316,0.0942710180915218,0.0018623625399077687,0.4026360595489618,11.8557392939498,,25.8419697962605,75.48,BEN,贝宁
