Alpha-3 code,Country,CountryName_CN,Numeric,score_2001,score_2021,Region,raw_2001,raw_2021,score_change_observed,score_change_for_index,raw_change,sustainability_status_observed,endpoint_data_status,raw_status,sustainability_direction_note,weighted_global_contribution_to_sdi_change,weighted_internal_contribution_to_subsystem_change,一级指标,二级指标,三级指标,Variables,类型,来源,two_stage_internal_weight,two_stage_global_weight,dimension_en,subdimension_en,indicator_en,direction_en
MOZ,Mozambique,莫桑比克,508,0.5868741099539215,0.4337660452261479,S,-7.496432773500146,-21.19279159,-0.1531080647277736,-0.1531080647277736,-13.696358816499853,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.006366268211473642,-0.025465072845894568,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
MUS,Mauritius,毛里求斯,480,0.7366798883177069,0.5267195140267356,S,5.904518358,-12.87759236,-0.20996037429097136,-0.20996037429097136,-18.782110718,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.008730200194838264,-0.034920800779353056,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
MWI,Malawi,马拉维,454,0.6438463990794675,0.4974908114139984,S,-2.39994804,-15.49226063,-0.14635558766546908,-0.14635558766546908,-13.09231259,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.006085498676917203,-0.02434199470766881,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
NAM,Namibia,纳米比亚,516,0.6739868836510718,0.6705542647450099,S,0.296284143,-0.010782505,-0.003432618906061946,-0.003432618906061946,-0.307066648,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0001427290761111782,-0.0005709163044447128,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
NER,Niger,尼日尔,562,0.6285193627458678,0.5133485742747353,W,-3.771035772,-14.07369649,-0.11517078847113249,-0.11517078847113249,-10.302660718,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.004788827622096661,-0.019155310488386645,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
NGA,Nigeria,尼日利亚,566,0.7083298901680067,0.6647029391886985,W,3.368455037,-0.534215771,-0.04362695097930824,-0.04362695097930824,-3.902670808,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.001814018560530516,-0.007256074242122064,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
RWA,Rwanda,卢旺达,646,0.6229406170355629,0.5486558941531454,E,-4.270085270994059,-10.91526246,-0.0742847228824175,-0.0742847228824175,-6.64517718900594,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0030887757005178627,-0.01235510280207145,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
SEN,Senegal,塞内加尔,686,0.6284735055777732,0.5355232668523959,W,-3.775137948,-12.09004823,-0.09295023872537722,-0.09295023872537722,-8.314910282000001,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0038648921015256837,-0.015459568406102735,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
SLE,Sierra Leone,塞拉利昂,694,0.6056058113345225,0.589127852447223,W,-5.82077902,-7.294823107,-0.016477958887299526,-0.016477958887299526,-1.4740440870000002,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0006851572844363389,-0.0027406291377453556,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
STP,São Tomé and Principe,圣多美和普林西比,678,0.2734987377691449,0.467632891496181,C,-35.52958406,-18.16321585,0.19413415372703607,0.19413415372703607,17.366368209999997,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.008072142338362237,0.03228856935344895,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
SWZ,Swaziland,斯威士兰,748,0.6773698660798652,0.6998171850405699,S,0.598910535,2.606946725,0.022447318960704732,0.022447318960704732,2.00803619,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0009333646361896781,0.0037334585447587124,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
SYC,Seychelles,塞舌尔,690,0.4122394004330701,0.5502802192810047,E,-23.11846841,-10.76995764,0.13804081884793457,0.13804081884793457,12.348510769999999,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0057397686952670585,0.022959074781068234,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
TCD,Chad,乍得,148,,,C,,,,,,Missing endpoint,Missing both endpoints,Missing endpoint,Positive indicator: raw increase is improvement,,,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
TGO,Togo,多哥,768,0.5802845859201775,0.6361149075253717,W,-8.085901955,-3.0915724994947595,0.05583032160519419,0.05583032160519419,4.994329455505241,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.002321437491248122,0.009285749964992488,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
TZA,Tanzania,坦桑尼亚,834,0.6242186700699843,0.6331102136050978,E,-4.155756395,-3.360358903,0.008891543535113455,0.008891543535113455,0.7953974920000002,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0003697124058041765,0.001478849623216706,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
UGA,Uganda,乌干达,800,0.612185988190289,0.5712461097573199,E,-5.232145995,-8.894443379,-0.04093987843296909,-0.04093987843296909,-3.6622973840000004,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0017022894719021797,-0.006809157887608719,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
ZAF,South Africa,南非,710,0.6735030335026735,0.7128456398558496,S,0.253001085,3.772413693,0.0393426063531761,0.0393426063531761,3.5194126079999997,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0016358745349441533,0.006543498139776613,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
ZMB,Zambia,赞比亚,894,0.4694486573916238,0.8037057598018958,S,-18.0007856,11.90035135,0.33425710241027207,0.33425710241027207,29.90113695,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.013898486466518532,0.05559394586607413,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
ZWE,Zimbabwe,津巴布韦,716,0.3509199422261477,0.6801028207228943,S,-28.603831336692565,0.843388365,0.3291828784967466,0.3291828784967466,29.447219701692564,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.013687499080217144,0.05474999632086858,经济,外部经济联系,经常账户余额占GDP百分比,"Current account balance, percent of GDP (Percent of GDP)(IMF)",正向,世界银行WDI数据库,0.1663209112542276,0.0415802278135569,Economic,External economic linkages,Current account balance (% of GDP),Positive
AGO,Angola,安哥拉,24,0.2560191887939461,0.2123992246788382,S,1.80684185,1.51676536,-0.04361996411510788,-0.04361996411510788,-0.29007649000000013,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0011622545775148397,-0.004649018310059362,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
BDI,Burundi,布隆迪,108,0.2388164339806351,0.3188208461945966,E,1.69244206,2.22447824,0.08000441221396151,0.08000441221396151,0.5320361799999997,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.002131718725666149,0.008526874902664603,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
BEN,Benin,贝宁,204,0.1648608733372251,0.03450313092817568,W,1.20063126,0.33374113,-0.1303577424090494,-0.1303577424090494,-0.86689013,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.003473383940197753,-0.013893535760791026,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
BFA,Burkina Faso,布基纳法索,854,0.1304235896829404,0.3949258032695243,W,0.97162038,2.73058271,0.2645022135865839,0.2645022135865839,1.7589623300000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007047665323441649,0.028190661293766624,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
BWA,Botswana,博茨瓦纳,72,0.5114252320858889,0.7103680297354613,S,3.50531387,4.82830048,0.19894279764957246,0.19894279764957246,1.32298661,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005300833733417486,0.02120333493366996,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
CAF,Central African Republic,中非,140,0.2124043148389726,0.1743825434255922,C,1.51679921,1.26395118,-0.038021771413380395,-0.038021771413380395,-0.25284803,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0010130906516522922,-0.004052362606609172,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
CIV,Côte d'Ivoire,科特迪瓦,384,0.06097530192950241,0.2234285235082422,W,0.50978333,1.59011114,0.1624532215787398,0.1624532215787398,1.08032781,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0043285684489255995,0.017314273795702415,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
CMR,Cameroon,喀麦隆,120,0.1016513459914202,0.05782325071707198,C,0.7802825,0.48882192,-0.04382809527434822,-0.04382809527434822,-0.29146057999999997,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0011678002352763226,-0.004671200941105295,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
COD,"Congo, Dem. Rep.",刚果（金）,180,0.0003188650741975108,0.08180628378930249,C,0.10641284,0.64831114,0.08148741871510498,0.08148741871510498,0.5418983,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0021712334554327716,0.008684933821731093,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
COG,"Congo, Rep.",刚果（布）,178,0.1294457360869894,0.2429913051283064,C,0.96511757,1.72020531,0.11354556904131702,0.11354556904131702,0.7550877400000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0030254233365838612,0.012101693346335455,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
COM,Comoros,科摩罗,174,0.0646667988394038,0.1264463881748479,E,0.5343321,0.94517165,0.06177958933544411,0.06177958933544411,0.41083955000000005,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.001646118055315812,0.006584472221263254,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
CPV,Cape Verde,佛得角,132,0.3901626569768544,0.6737864849219953,W,2.69890738,4.58503008,0.2836238279451409,0.2836238279451409,1.8861227,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007557161015805344,0.030228644063221403,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
DJI,Djibouti,吉布提,262,0.1724127837827432,0.09960150166370493,E,1.25085211,0.76665086,-0.07281128211903826,-0.07281128211903826,-0.48420125,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0019400576697922237,-0.007760230679168902,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
ERI,Eritrea,厄立特里亚,232,0.2537800551700578,0.1177133365209014,E,1.79195142,0.88709611,-0.13606671864915643,-0.13606671864915643,-0.90485531,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0036254996950497776,-0.014501998780199123,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
ETH,Ethiopia,埃塞俄比亚,231,0.2873864968725184,0.1315726982204145,E,2.01543713,0.97926205,-0.15581379865210387,-0.15581379865210387,-1.03617508,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0041516609285944025,-0.016606643714377624,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
GAB,Gabon,加蓬,266,0.1742397091713775,0.2331739456076886,C,1.26300132,1.65491903,0.0589342364363111,0.0589342364363111,0.39191771,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.001570303585983934,0.006281214343935742,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
GHA,Ghana,加纳,288,0.1108217469108382,0.3000072820116592,W,0.84126645,2.09936643,0.18918553510082103,0.18918553510082103,1.25809998,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005040851331062124,0.020163405324248512,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
GIN,Guinea,几内亚,324,0.04011652944948311,0.08673608959384382,W,0.37107071,0.68109477,0.046619560144360715,0.046619560144360715,0.31002405999999993,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0012421788572894524,0.004968715429157814,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
GMB,"Gambia, The",冈比亚,270,0.07613516721291827,0.1777639571033003,W,0.61059773,1.28643787,0.10162878989038204,0.10162878989038204,0.6758401400000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0027079005829919916,0.010831602331967977,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
GNB,Guinea-Bissau,几内亚（比绍）,624,0.05669883058405439,0.1555332338374694,W,0.48134443,1.13860166,0.098834403253415,0.098834403253415,0.6572572299999999,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0026334441104559135,0.010533776441823664,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
GNQ,Equatorial Guinea,赤道几内亚,226,0.04323439914640014,0.1563458369259939,C,0.39180481,1.14400554,0.11311143777959376,0.11311143777959376,0.75220073,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.003013855902808614,0.012055423611234468,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
KEN,Kenya,肯尼亚,404,0.1435741680120479,0.3195320069780517,E,1.05907285,2.22920752,0.17595783896600378,0.17595783896600378,1.1701346700000002,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.004688399175391003,0.018753596701564026,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
LBR,Liberia,利比里亚,430,0.06429576601472495,0.1513638663784514,W,0.5318647,1.11087501,0.08706810036372645,0.08706810036372645,0.57901031,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.002319930799030926,0.009279723196123711,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
LSO,Lesotho,莱索托,426,0.5266095045743683,0.6436006428597064,S,3.60629058,4.38429165,0.11699113828533814,0.11699113828533814,0.7780010699999997,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.003117230579144633,0.012468922316578545,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
MDG,Madagascar,马达加斯加,450,0.2599399774933419,0.09670665316019364,E,1.83291543,0.74739987,-0.16323332433314827,-0.16323332433314827,-1.08551556,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.004349354298149377,-0.017397417192597523,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
MLI,Mali,马里,466,0.1428195747041736,0.1881313742150575,W,1.05405474,1.35538208,0.04531179951088388,0.04531179951088388,0.30132734000000005,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.001207333556212606,0.0048293342248504284,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
MOZ,Mozambique,莫桑比克,508,0.1815824238096861,0.3278810304856412,S,1.311831,2.28472924,0.14629860667595512,0.14629860667595512,0.9728982399999999,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0038981285001626,0.015592514000650416,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
MUS,Mauritius,毛里求斯,480,0.2205989433386952,0.4892325489325891,S,1.57129419,3.35773063,0.26863360559389393,0.26863360559389393,1.78643644,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007157746323493212,0.02863098529397287,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
MWI,Malawi,马拉维,454,0.1101189589520885,0.18904669327649,S,0.83659285,1.36146903,0.07892773432440152,0.07892773432440152,0.52487618,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0021030306276579092,0.008412122510631644,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
NAM,Namibia,纳米比亚,516,0.8462465883972365,0.9645832853264317,S,5.73190451,6.51885366,0.11833669692919513,0.11833669692919513,0.7869491500000008,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.003153083008757151,0.012612332035028616,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
NER,Niger,尼日尔,562,0.1566118049357766,0.3034282756317291,W,1.14577425,2.12211633,0.1468164706959525,0.1468164706959525,0.9763420799999998,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.003911926994498448,0.015647707977993804,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
NGA,Nigeria,尼日利亚,566,0.1132918580168386,0.06567370018227195,W,0.8576929,0.54102808,-0.047618157834566646,-0.047618157834566646,-0.31666481999999996,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.001268786507251631,-0.005075146029006529,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
RWA,Rwanda,卢旺达,646,0.0892848132231828,0.3807209001469858,E,0.698044,2.63611889,0.29143608692380296,0.29143608692380296,1.9380748900000002,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007765318769780583,0.03106127507912236,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
SEN,Senegal,塞内加尔,686,0.1972115462191021,0.1649039494752479,W,1.415766,1.20091772,-0.03230759674385422,-0.03230759674385422,-0.21484828,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0008608363845728769,-0.0034433455382915108,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
SLE,Sierra Leone,塞拉利昂,694,0.08265310598684214,0.1569464818368019,W,0.65394258,1.14799988,0.07429337584995976,0.07429337584995976,0.4940572999999999,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.001979548078783022,0.007918192315132097,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
STP,São Tomé and Principe,圣多美和普林西比,678,0.5418634002280523,0.4909472035839154,C,3.70773029,3.36913323,-0.050916196644136935,-0.050916196644136935,-0.3385970600000001,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.0013566627992432844,-0.005426651196973142,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
SWZ,Swaziland,斯威士兰,748,0.3428566800918775,0.5331896651048762,S,2.38431859,3.65004921,0.19033298501299872,0.19033298501299872,1.2657306200000003,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005071425150641118,0.02028570060256449,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
SYC,Seychelles,塞舌尔,690,0.5495088658619769,0.5439284022556654,E,3.75857329,3.72146273,-0.005580463606311481,-0.005580463606311481,-0.03711056000000035,Deteriorated,Observed both endpoints,Decreased,Positive indicator: raw increase is improvement,-0.00014869153385763733,-0.0005947661354305498,社会,教科医卫,国内政府卫生支出（占GDP百分比）,Domestic general government health expenditure (% of GDP),正向,世界银行WDI数据库,0.1065800581080525,0.0266450145270131,Social,"Health, science and education",Domestic general government health expenditure (% of GDP),Positive
