Alpha-3 code,Country,CountryName_CN,Numeric,score_2001,score_2021,Region,raw_2001,raw_2021,score_change_observed,score_change_for_index,raw_change,sustainability_status_observed,endpoint_data_status,raw_status,sustainability_direction_note,weighted_global_contribution_to_sdi_change,weighted_internal_contribution_to_subsystem_change,一级指标,二级指标,三级指标,Variables,类型,来源,two_stage_internal_weight,two_stage_global_weight,dimension_en,subdimension_en,indicator_en,direction_en
AGO,Angola,安哥拉,24,0.3007291355576175,0.5472221152735574,S,20.0,48.2,0.24649297971593986,0.24649297971593986,28.200000000000003,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007721214880717378,0.03088485952286956,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
BDI,Burundi,布隆迪,108,0.1503858997025053,0.2150684546634256,E,2.8,10.2,0.06468255496092032,0.06468255496092032,7.3999999999999995,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0020261344013229976,0.008104537605292002,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
BEN,Benin,贝宁,204,0.3173368185881241,0.4930286232792727,W,21.9,42.0,0.1756918046911486,0.1756918046911486,20.1,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005503419117107066,0.0220136764684283,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
BFA,Burkina Faso,布基纳法索,854,0.2089498345995548,0.2919882497520877,W,9.5,19.0,0.08303841515253291,0.08303841515253291,9.5,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0026011184881849316,0.010404473952739742,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
BWA,Botswana,博茨瓦纳,72,0.3426853874241604,0.7701147033145668,S,24.8,73.7,0.4274293158904064,0.4274293158904064,48.900000000000006,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.013388915165499284,0.05355566066199722,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
CAF,Central African Republic,中非,140,0.1757344685385416,0.2631433265938394,C,5.7,15.7,0.08740885805529777,0.08740885805529777,10.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0027380194612472955,0.0109520778449892,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
CIV,Côte d'Ivoire,科特迪瓦,384,0.5603334439818519,0.7473884002201893,W,49.7,71.1,0.18705495623833734,0.18705495623833734,21.39999999999999,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005859361647069216,0.0234374465882769,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
CMR,Cameroon,喀麦隆,120,0.5297403436624978,0.6975653511286696,C,46.2,65.4,0.1678250074661718,0.1678250074661718,19.200000000000003,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.00525699736559481,0.02102798946237927,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
COD,"Congo, Dem. Rep.",刚果（金）,180,0.1879717086662833,0.3077218442020413,C,7.1,20.8,0.119750135535758,0.119750135535758,13.700000000000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0037510866619087967,0.01500434664763521,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
COG,"Congo, Rep.",刚果（布）,178,0.3907602593545743,0.5603334439818519,C,30.3,49.7,0.1695731846272776,0.1695731846272776,19.400000000000002,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005311757754819751,0.021247031019279036,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
COM,Comoros,科摩罗,174,0.4930286232792727,0.8942352817530896,E,42.0,87.9,0.4012066584738169,0.4012066584738169,45.900000000000006,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.012567509327125092,0.050270037308500444,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
CPV,Cape Verde,佛得角,132,0.6529868335204676,0.960666013875116,W,60.3,95.5,0.30767918035464836,0.30767918035464836,35.2,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.009637828503590486,0.03855131401436201,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
DJI,Djibouti,吉布提,262,0.6162751131372426,0.6975653511286696,E,56.1,65.4,0.08129023799142698,0.08129023799142698,9.300000000000004,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0025463580989599868,0.010185432395839963,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
ERI,Eritrea,厄立特里亚,232,0.3907602593545743,0.5848079242373354,E,30.3,52.5,0.1940476648827611,0.1940476648827611,22.2,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0060784032039689975,0.02431361281587603,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
ETH,Ethiopia,埃塞俄比亚,231,0.2150684546634256,0.599667430106736,E,10.2,54.2,0.38459897544331034,0.38459897544331034,44.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.012047285629488105,0.0481891425179525,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
GAB,Gabon,加蓬,266,0.8007078036339209,0.9283247363946557,C,77.2,91.8,0.12761693276073482,0.12761693276073482,14.599999999999994,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.003997508413421054,0.01599003365368424,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
GHA,Ghana,加纳,288,0.517503103534756,0.8802498644642419,W,44.8,86.3,0.3627467609294859,0.3627467609294859,41.5,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.01136278076417628,0.04545112305670519,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
GIN,Guinea,几内亚,324,0.2692619466577103,0.5349848751458156,W,16.4,46.8,0.2657229284881053,0.2657229284881053,30.4,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.00832357916219178,0.033294316648767176,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
GMB,"Gambia, The",冈比亚,270,0.3872639050323623,0.6827058452592689,W,29.9,63.7,0.2954419402269066,0.2954419402269066,33.800000000000004,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.009254505779015864,0.03701802311606351,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
GNB,Guinea-Bissau,几内亚（比绍）,624,0.1035623545821432,0.438835131284988,W,-2.556842105263513,35.8,0.33527277670284483,0.33527277670284483,38.35684210526351,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.01050217801562012,0.04200871206248055,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
GNQ,Equatorial Guinea,赤道几内亚,226,0.6931949082259047,0.7098025912564112,C,64.9,66.8,0.016607683030506526,0.016607683030506526,1.8999999999999915,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0005202236976369845,0.0020808947905479416,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
KEN,Kenya,肯尼亚,404,0.2745064781410281,0.79458918357005,E,17.0,76.5,0.520082705429022,0.520082705429022,59.5,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.01629121579442142,0.06516486317768577,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
LBR,Liberia,利比里亚,430,0.0,0.3863898164518094,W,-14.404880952381973,29.8,0.3863898164518094,0.3863898164518094,44.20488095238197,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.01210338243297418,0.04841352973189679,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
LSO,Lesotho,莱索托,426,0.1372745709942106,0.5664520640457228,S,1.3,50.4,0.4291774930515122,0.4291774930515122,49.1,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.013443675554724225,0.053774702218896984,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
MDG,Madagascar,马达加斯加,450,0.2552765293688626,0.4327165112211172,E,14.8,35.1,0.17743998185225462,0.17743998185225462,20.3,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005558179506332014,0.022232718025328092,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
MLI,Mali,马里,466,0.2203129861467435,0.5926747214623121,W,10.8,53.4,0.37236173531556865,0.37236173531556865,42.599999999999994,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.011663962904913484,0.04665585161965401,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
MOZ,Mozambique,莫桑比克,508,0.1757344685385416,0.40124932232121,S,5.7,31.5,0.22551485378266842,0.22551485378266842,25.8,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007064090210018028,0.028256360840072155,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
MUS,Mauritius,毛里求斯,480,0.9930072913555761,0.9965036456777879,S,99.2,99.6,0.0034963543222118476,0.0034963543222118476,0.3999999999999915,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.00010952077844988984,0.00043808311379956,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
MWI,Malawi,马拉维,454,0.1713640256357767,0.2500319978855448,S,5.2,14.2,0.0786679722497681,0.0786679722497681,9.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.002464217515122569,0.009856870060490292,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
NAM,Namibia,纳米比亚,516,0.440583308446094,0.6084083159122657,S,36.0,55.2,0.16782500746617174,0.16782500746617174,19.200000000000003,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005256997365594808,0.021027989462379264,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
NER,Niger,尼日尔,562,0.199334860213472,0.2884918954298759,W,8.4,18.6,0.08915703521640392,0.08915703521640392,10.200000000000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0027927798504722473,0.011171119401889007,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
NGA,Nigeria,尼日利亚,566,0.5096363063097793,0.6459941248760438,W,43.9,59.5,0.1363578185662645,0.1363578185662645,15.600000000000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.004271310359545781,0.017085241438183147,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
RWA,Rwanda,卢旺达,646,0.1669935827330118,0.5515925581763221,E,4.7,48.7,0.38459897544331034,0.38459897544331034,44.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.012047285629488105,0.0481891425179525,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
SEN,Senegal,塞内加尔,686,0.4659318772821303,0.720291654223047,W,38.9,68.0,0.25435977694091666,0.25435977694091666,29.1,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007967636632229635,0.03187054652891859,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
SLE,Sierra Leone,塞拉利昂,694,0.200208948794025,0.3662857790990909,W,8.5,27.5,0.16607683030506587,0.16607683030506587,19.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005202236976369865,0.02080894790547949,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
STP,São Tomé and Principe,圣多美和普林西比,678,0.5760670384318056,0.8120709551811096,C,51.5,78.5,0.236003916749304,0.236003916749304,27.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0073926525453676985,0.02957061018147084,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
SWZ,Swaziland,斯威士兰,748,0.3610412476157729,0.8505308527254407,S,26.9,82.9,0.4894896051096678,0.4894896051096678,56.00000000000001,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.015332908982984865,0.061331635931939556,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
SYC,Seychelles,塞舌尔,690,0.9510510394890332,0.9999999999999999,E,94.4,100.0,0.048948960510966644,0.048948960510966644,5.599999999999994,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0015332908982984821,0.006133163593193938,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
TCD,Chad,乍得,148,0.1556304311858231,0.2246834290495084,C,3.4,11.3,0.0690529978636853,0.0690529978636853,7.9,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.0021630353743853654,0.008652141497541474,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
TGO,Togo,多哥,768,0.2972327812354056,0.6127787588150306,W,19.6,55.7,0.31554597757962505,0.31554597757962505,36.1,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.00988425025510274,0.03953700102041102,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
TZA,Tanzania,坦桑尼亚,834,0.2106980117606607,0.4991472433431435,E,9.7,42.7,0.2884492315824828,0.2884492315824828,33.0,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.00903546422211608,0.03614185688846438,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
UGA,Uganda,乌干达,800,0.201083037374578,0.520999457856968,E,8.6,45.2,0.31991642048239,0.31991642048239,36.6,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.010021151228165106,0.040084604912660485,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
ZAF,South Africa,南非,710,0.7395216029952125,0.9064725218808313,S,70.2,89.3,0.16695091888561875,0.16695091888561875,19.099999999999994,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.005229617170982335,0.02091846868392937,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
ZMB,Zambia,赞比亚,894,0.3024773127187235,0.5341107865652627,S,20.2,46.7,0.23163347384653915,0.23163347384653915,26.500000000000004,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.007255751572305335,0.029023006289221383,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
ZWE,Zimbabwe,津巴布韦,716,0.4248497139961404,0.5542148239179812,S,34.2,49.0,0.12936510992184075,0.12936510992184075,14.799999999999997,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.004052268802645999,0.01620907521058402,社会,基础设施,通电率,Access to electricity (% of population)_x,正向,世界银行WDI数据库,0.125297116203721,0.0313242790509302,Social,Infrastructure,Access to electricity (% of population),Positive
AGO,Angola,安哥拉,24,0.6040774467451552,0.738719310032286,S,34.14105595,22.53066561,0.1346418632871308,0.1346418632871308,-11.610390340000002,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0030466254684797006,0.01218650187391883,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
BDI,Burundi,布隆迪,108,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
BEN,Benin,贝宁,204,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
BFA,Burkina Faso,布基纳法索,854,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
BWA,Botswana,博茨瓦纳,72,0.9979958446998236,0.9959007307227487,S,0.172821623,0.353486763,-0.0020951139770749583,-0.0020951139770749583,0.18066513999999997,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-4.740745148715169e-05,-0.0001896298059486072,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
CAF,Central African Republic,中非,140,0.9999999999999999,0.9999999999999999,C,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
CIV,Côte d'Ivoire,科特迪瓦,384,0.9961985501697268,0.9938328132673389,W,0.3278053,0.531806702,-0.0023657369023879493,-0.0023657369023879493,0.204001402,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-5.353100530974532e-05,-0.00021412402123898176,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
CMR,Cameroon,喀麦隆,120,0.9652289115072423,0.9730034956317309,C,2.998368413,2.327953178,0.007774584124488615,0.007774584124488615,-0.6704152350000001,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.00017592036698120268,0.0007036814679248123,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
COD,"Congo, Dem. Rep.",刚果（金）,180,0.9853315564962216,0.9946301756762231,C,1.26488412,0.463048824,0.009298619180001522,0.009298619180001522,-0.801835296,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.00021040565930874352,0.000841622637234976,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
COG,"Congo, Rep.",刚果（布）,178,0.4741534086318324,0.7463245625411725,C,45.34462043,21.87485212,0.2721711539093401,0.2721711539093401,-23.46976831,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0061585865572684785,0.02463434622907397,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
COM,Comoros,科摩罗,174,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
CPV,Cape Verde,佛得角,132,0.9916367505577762,0.9939035112632301,W,0.721176818,0.525710297,0.002266760705453841,0.002266760705453841,-0.19546652099999995,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,5.12914091322202e-05,0.00020516563652888127,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
DJI,Djibouti,吉布提,262,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
ERI,Eritrea,厄立特里亚,232,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
ETH,Ethiopia,埃塞俄比亚,231,0.9999999999999999,0.999999942712451,E,0.0,4.94e-06,-5.7287548926865384e-08,-5.7287548926865384e-08,4.94e-06,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-1.2962811218317946e-09,-5.18512448732719e-09,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
GAB,Gabon,加蓬,266,0.7478304643363536,0.8692531616954763,C,21.74499572,11.2745159,0.1214226973591227,0.1214226973591227,-10.470479819999998,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0027475071511518837,0.010990028604607559,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
GHA,Ghana,加纳,288,0.9935232884201616,0.9697466830865769,W,0.558497541,2.608793505,-0.02377660533358472,-0.02377660533358472,2.050295964,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0005380080874906701,-0.002152032349962685,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
GIN,Guinea,几内亚,324,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
GMB,"Gambia, The",冈比亚,270,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
GNB,Guinea-Bissau,几内亚（比绍）,624,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
