Alpha-3 code,CountryName_CN,Numeric,Year,SDI_Economy,SDI_Society,SDI_Resource,SDI_Ecology,SDI,SDI_Economy_TwoStage,SDI_Society_TwoStage,SDI_Resource_TwoStage,SDI_Ecology_TwoStage,SDI_TwoStage,SDI_Economy_Equal,SDI_Society_Equal,SDI_Resource_Equal,SDI_Ecology_Equal,SDI_Equal,SDI_Average,GDP per capita growth (annual %)_x,Merchandise exports (% of GDP),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)_x","Industry (including construction), value added per worker (constant 2015 US$)_x","Services, value added per worker (constant 2015 US$)_x","Current account balance, percent of GDP (Percent of GDP)(IMF)",Proportion of seats held by women in national parliaments (%)_x,Prevalence of undernourishment (percent) (3-year average),"Life expectancy at birth, total (years)_pct_change",Population growth (annual %),Scientific and technical journal articles per million people,"Prevalence of HIV, total (% of population ages 15-49)_x",Domestic general government health expenditure (% of GDP),Individuals using the Internet (% of population)_x,Mobile cellular subscriptions (per 100 people),Access to electricity (% of population)_x,Adjusted savings: mineral depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Renewable internal freshwater resources per capita (cubic meters)_x,Energy intensity level of primary energy (MJ/$2021 PPP GDP),"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)_x",Adjusted savings: energy depletion (% of GNI),Energy consumption per capita (million Btu per person),"Solar, tide, wave, fuel cell electricity installed capacity (million kilowatts)_per_capita",Biomass and waste electricity net generation (million metric tons of oil equivalent)_per_capita,Forest area (% of land area)_x,Wetland area(% of land area),Grassland area(% of land area),"Terrestrial barren land|1000 HA|ECCCT|Terrestrial Barren Land|Environment, Climate Change, Climate Indicators, Land Cover Accounts, Terrestrial Barren Land|Climate neutral(% of land area)",CO2 emissions (metric tons per capita)_x,PM2.5 exposure/Ambient particulate matter pollution,Terrestrial biome protection (global weights),Species Protection Index,Region
COM,科摩罗,174,2015,0.2746553946341766,0.43233393198843195,0.5402551763951482,0.5855615263830298,0.48993978711025843,0.2808641597183242,0.44648003451386187,0.537995364221095,0.5933399760895516,0.46466988363570816,0.33511490532678107,0.3907199014369188,0.5440458991608402,0.5883427054949676,0.464555852854877,0.4663575908254105,-0.965303683,0.0175978044401144,0.522981121,4040.899603,2842.113849,6240.904742,-0.256465658,3.03030303,14.0,0.0051447546887424,2.110933384,2.3944448878601645,0.1,0.46612623,7.45916,58.4556,74.1,0.0,2.453038244,1651.341302,2.93,96.60296009,0.0,3.5372340078139493,0.0,0.0,18.86620097,0.3439011284255776,7.587318645889305,0.0,0.2555409381269936,3.95868501323287,30.0,43.32,E
COM,科摩罗,174,2016,0.2690866547654309,0.44161709810445904,0.54021177329989,0.5852352219564076,0.4918145814151769,0.27548146676372637,0.4553977888625795,0.5379658401090959,0.5929543047722087,0.46544985012690254,0.3320304243398798,0.3992677727096668,0.5445964243782713,0.587879621348834,0.46594356069416293,0.4682733966962041,1.222764854,0.0306071422400281,1.715032766,4103.786051,2656.246919,5932.721831,-4.348589187,3.03030303,13.5,0.0049478076093869,2.051115782,6.525188711423529,0.1,0.57399994,7.93832,61.2598,76.4,0.0,2.493170533,1617.815383,3.06,99.81056466,0.0,4.066132360576341,1.3481794858313075e-05,0.0,18.62976894,0.3439011284255776,7.770016120365396,0.0,0.2940136786290632,4.04093290384484,30.0,43.32,E
COM,科摩罗,174,2017,0.27278727229207483,0.45339521219939966,0.53916698608992,0.5827553213464274,0.49465251141350125,0.2790937882623538,0.46765794115468057,0.5368645160620787,0.590231972494854,0.46846205449349176,0.33618625547594705,0.40926617700545564,0.5438088508503033,0.585067380776816,0.46858216602713043,0.47119953712510126,1.767566401,0.0361969193605689,0.402552901,4286.086779,2375.663941,5533.955859,-2.132042165,6.060606061,13.1,0.0051703914063463,1.992577987,5.140953309835608,0.1,0.67584765,8.47817,61.9708,78.7,0.0,2.352860904,1585.898193,3.28,103.6190385,0.0,5.123170972582796,1.321581827721236e-05,0.0,18.39333692,0.3439011284255776,7.780763030628695,0.0,0.3667393245923911,4.57757721563304,30.0,43.32,E
COM,科摩罗,174,2018,0.2688584327051243,0.46692200329553146,0.5422944988599738,0.5828460007251176,0.4988099671387604,0.2752294180949695,0.48015177526321023,0.5400318904783505,0.5903330267821877,0.47143652765467947,0.33337071857205747,0.4211292325520569,0.5469010344523565,0.585089406673205,0.4716225980624189,0.47493270349946526,1.638356352,0.0347890829919564,0.956043171,4461.723642,2375.196251,5117.145497,-2.856923384,6.060606061,13.2,0.0042071644632795,1.952741536,3.978797029510491,0.1,0.76553828,14.858646155869335,64.6591,81.0,0.0,1.543787483,1555.230109,3.32,107.3934613,0.0,3.6451027834125,1.2960250910457626e-05,0.0,18.16227834,0.3439011284255776,7.866738312735089,0.0,0.3913043248357287,4.48542011120899,30.0,43.32,E
COM,科摩罗,174,2019,0.2631130186786696,0.47927281682840195,0.5422129450375456,0.5835517391802831,0.501933549000568,0.26937492044043865,0.49158206752466865,0.5399249862617272,0.5912032602187811,0.4730213086114039,0.32717669390795134,0.4308501656611955,0.5468816139370521,0.5862871131023794,0.4727988966521446,0.4767932336535329,-0.178316984,0.0328306205176937,4.492111858,4509.69336,2399.130798,4735.102591,-3.351585829,6.060606061,13.5,0.003990764667207,1.923857027,4.818339694219772,0.1,0.83244753,16.3838,73.1292,83.3,0.0,1.479535168,1525.595682,3.37,109.2843397,0.0,3.938522125781869,1.2713297346226312e-05,0.0,17.92584632,0.3439011284255776,8.00107469102633,0.0,0.2796002430782452,4.43535620411419,30.0,43.32,E
COM,科摩罗,174,2020,0.26065247295285693,0.5346851110925395,0.5397481992588355,0.5840156400717216,0.5175967041472157,0.2669645467177392,0.5460208613204146,0.5374831825673065,0.5916723519074952,0.48553523562823886,0.3249185242004734,0.4748206853325165,0.5447606115945742,0.5866051653605894,0.48277624662203833,0.48877421617542244,-2.134649597,0.0172305759514224,0.752940815,4665.865524,2097.922132,4451.509119,-1.809056693,16.66666667,14.3,0.0014315738174286,1.961993798,4.3756692841729175,0.1,1.29287672,22.4204,97.4339,85.6,0.0,1.593038062,1495.955311,3.68,109.0706042,0.0,4.553750297632775,1.24662942569029e-05,0.0,17.68941429,0.338527673293928,8.210639441160666,0.0,0.3250434138697495,4.28567424856292,30.0,43.32,E
COM,科摩罗,174,2021,0.2651682761511758,0.5448318030202293,0.534700154621517,0.5836101147981563,0.5199783850527496,0.27128805325272054,0.5547079532588568,0.5323560671442443,0.5911294782597513,0.4873703879788932,0.3298207532406162,0.4827300899989799,0.5400046554225086,0.5855824387476142,0.48453448435242974,0.4906102229840472,0.004131285,0.0267245511851559,1.167613064,4376.477816,2074.154285,4259.640218,-0.320369119,16.66666667,15.6,-0.0084402944218019,1.976319881,5.891167404488532,0.1,0.94517165,30.6812,104.311,87.9,0.0,1.620546415,1466.680682,4.27,111.2522258,0.0,6.7101863417806,0.0,0.0,17.45298227,0.322407307898979,8.355722729715206,0.0,0.4810048962690088,4.16822914749575,30.0,43.32,E
COG,刚果（布）,178,2001,0.38237154554964486,0.3057540026952228,0.5593989449311769,0.4152991836090671,0.4088345778410245,0.3795212245481799,0.3227860592342526,0.5575689140856481,0.4223013704863384,0.4205443920886047,0.4064780798529481,0.28361439079540884,0.5446430146119314,0.4506613162694242,0.4213492003824281,0.41731082731139707,-0.041524211,0.7347933696897507,11.97152744,941.3910665,15660.23662,6065.89601,-1.017233803,12.0,26.3,0.0092828375864622,3.773617925,4.828058475733047,4.3,0.96511757,0.0322236,4.5836,30.3,0.000710572,6.823792521,67837.27732,2.16,147.5630753,45.34462043,4.272792037599377,0.0,0.0,64.95754026,0.474172767203514,6.199092240117129,0.000117130307467,0.2444586569991416,23.6499202747232,9.23410292546437,12.03,C
COG,刚果（布）,178,2002,0.38943017131510765,0.3038917331218467,0.5597432767037445,0.4157987338420951,0.4094697196474121,0.38668284436511485,0.32053620449127185,0.5577683404685901,0.4228655973504328,0.4219632466688524,0.4149765514595332,0.28870207369101364,0.54627531298265,0.4512740448692295,0.4253069957506066,0.42113314038013394,2.140086357,0.7514210449656272,1.73892756,1007.31429,15464.57286,6244.497583,-1.140766783,7.860334699573826,25.9,0.0094658674062808,2.362494353,7.1416399389871765,4.2,0.43198308,0.15725,6.61937,31.2,0.001156367,8.351942287,66253.40854,2.16,152.9822739,41.10202199,3.622681246337682,0.0,0.0,64.92240117,0.4713323572474377,6.167701317715959,0.0001464128843338,0.2089071440572931,23.5744420446316,9.23410292546437,12.17,C
COG,刚果（布）,178,2003,0.41742200773397586,0.3083670387958453,0.5669571823068413,0.4282389265048358,0.42051721338562964,0.4135241566694306,0.3247988272240365,0.5645062208940614,0.43640111331118453,0.43480757952467824,0.4347030286324608,0.29038500559630764,0.5564330685952036,0.463866237453331,0.4363468350693258,0.4313411403933465,-1.965648239,0.7640443987050611,4.25153692,1048.187973,14655.01889,6262.484293,14.8882764,8.527131783,26.0,0.0127096110894457,2.795198962,10.038444427096197,4.0,0.50115985,0.460014,9.57701,32.1,0.000357127,8.808947908,64427.13683,2.53,154.2264238,29.65517273,4.287986472710712,0.0,0.0,64.88726208,0.4714202049780381,6.142313323572474,0.0001464128843338,0.2611910952410112,19.8161023274467,9.23410292546437,12.17,C
COG,刚果（布）,178,2004,0.4125749384754878,0.30437266443675143,0.5663482574471306,0.41687428405152144,0.4144356357953254,0.4089759232056182,0.3205106255305609,0.5641534146167329,0.4240123134550128,0.4294130692019812,0.4310179311741876,0.28369651181012284,0.5545643266293906,0.4521054797649352,0.4303460623446591,0.425353335708957,-0.000136349,0.7371738186763788,16.80723831,1067.200154,14428.23484,6234.603317,14.50851046,8.527131783,27.2,0.0144580000350071,3.417698328,11.51013278721904,3.9,0.43517572,1.0775,10.76,33.0,0.004396236,4.881840438,62262.4142,2.71,159.5883084,36.66269704,4.467120596890364,0.0,0.0,64.85212299,0.4722108345534406,6.083455344070278,0.0002342606149341,0.2804613252246355,23.0681211218051,9.23410292546437,12.17,C
COG,刚果（布）,178,2005,0.402506312246729,0.3071965561523833,0.5627181314208212,0.4174242178512839,0.41338159647474915,0.39937044055473786,0.3228756774296234,0.5605325596447773,0.4245486167308814,0.426831823590005,0.4241755029897579,0.2842955770220953,0.5505061998372413,0.4523374965763926,0.42782869410637175,0.42310117830281085,3.941593182,0.7135336543253324,32.49873951,1086.810433,15593.22115,6050.874607,10.46411443,8.527131783,28.4,0.0133374743344203,3.603803778,12.341761279171344,3.7,0.43213499,1.46342,15.101,33.8,0.003322778,4.10356938,60058.54897,2.67,171.965593,40.57155931,5.989096041977658,0.0,0.0,64.81698389,0.4725915080527085,6.066383601756955,0.0002342606149341,0.3612741361646339,22.791807768261,9.23410292546437,12.22,C
COG,刚果（布）,178,2006,0.39579255580561185,0.3145862384010628,0.5581631482359362,0.43011025263208363,0.4183407546437508,0.3929169209768935,0.32924375659209304,0.5560026012883201,0.4383575082300869,0.4291301967718484,0.42051857706952595,0.2882338453854055,0.5466676911606115,0.4652177542798501,0.43015946697384827,0.42552116905956,4.017991197,0.7529447881571126,11.38030176,1086.094025,15962.8584,6237.531609,1.53894345,8.527131783,30.5,0.0126681423463306,3.743991998,12.03676751683232,3.6,0.55492193,2.00799,23.9093,34.9,0.005684106,3.601253008,57851.53472,3.23,185.6991751,42.06295885,6.9739982945125485,0.0,0.0,64.7818448,0.4728550512445095,6.047935578330892,0.0002342606149341,0.4047305833180669,18.9791031177674,9.23410292546437,12.22,C
